name,price,type,frequency_response,microphone,wireless,enclosure_type,color
Audio-Technica ATH-ANC23BK,0,In Ear,"[20,20]",TRUE,FALSE,Closed,Black / Gray
Audio-Technica ATH-ANC25,0,Supra-aural,,FALSE,FALSE,Closed,Black / Gray
Audio-Technica ATH-ANC27,0,Circumaural,,FALSE,FALSE,Closed,Black
Audio-Technica ATH-CKF300PL,0,In Ear,"[18,23]",FALSE,FALSE,Closed,Purple
Audio-Technica 42005169863,0,Earbud,"[16,23]",FALSE,FALSE,Closed,Brown / Black
Thermaltake eSPORTS SHOCK Battle Edition,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Green
Genius Lychas HS G550,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black
Genius 31710043101,0,Circumaural,"[20,20]",TRUE,FALSE,Closed,Black / Red
Genius GHP-400S-Blue,0,Supra-aural,"[20,20]",FALSE,FALSE,Closed,White / Blue
Genius GHP-400S-Pink,0,Supra-aural,"[20,20]",FALSE,FALSE,Closed,White / Pink
Audio-Technica ATHM50s/LE,0,Circumaural,"[15,28]",FALSE,FALSE,Closed,White / Black
Audio-Technica ATH-M50S,0,Circumaural,"[15,28]",FALSE,FALSE,Closed,Black / Silver
Altec Lansing 021986802631,14.95,Earbud,"[20,20]",FALSE,FALSE,Closed,Gray / White
Altec Lansing 021986802662,14.95,Earbud,"[20,20]",FALSE,FALSE,Closed,Black / Gray
Altec Lansing MZX106W,14.95,In Ear,"[20,20]",FALSE,FALSE,Closed,White / Black
Altec Lansing MZX2051S,0,In Ear,"[100,5]",TRUE,FALSE,Closed,Black
Altec Lansing MZX436P,0,In Ear,,FALSE,FALSE,Closed,Pink
Altec Lansing MZX436R,0,In Ear,,FALSE,FALSE,Closed,Pink / Black
Altec Lansing MZX736B,0,In Ear,"[20,20]",TRUE,FALSE,Closed,Blue / Black
Altec Lansing MZX736W,0,In Ear,"[20,20]",TRUE,FALSE,Closed,Blue / Black
Antec 761345740005,0,In Ear,,FALSE,FALSE,Closed,Black
Antec 761345740012,0,In Ear,,FALSE,FALSE,Closed,White / Pink
Antec 761345740029,0,In Ear,,FALSE,FALSE,Closed,Silver
Antec 761345740036,0,In Ear,,FALSE,FALSE,Closed,Green
Antec 761345740043,0,In Ear,,FALSE,FALSE,Closed,Gray
ARCTIC P402,0,Supra-aural,"[20,20]",TRUE,FALSE,Closed,Black / Silver
ARCTIC P402 BT,0,Supra-aural,"[20,20]",TRUE,TRUE,Closed,Black / Silver
Audio-Technica ATH-A500X,0,Circumaural,"[5,30]",FALSE,FALSE,Closed,Black
Audio-Technica ATH-A700X,0,Circumaural,"[5,35]",TRUE,FALSE,Closed,Black / Blue
Audio-Technica ATH-ANC23,0,In Ear,"[20,20]",FALSE,FALSE,Closed,Black / Silver
Audio-Technica ATH-ANC27X,0,Circumaural,"[20,20]",FALSE,FALSE,Closed,Black
Audio-Technica ATH-CK313IBGR,0,In Ear,"[20,23]",TRUE,FALSE,Closed,Multicolor
Audio-Technica ATH-CK313IBK,0,In Ear,"[20,23]",TRUE,FALSE,Closed,Black
Audio-Technica ATH-CK313IBL,0,In Ear,"[20,23]",TRUE,FALSE,Closed,Black / Blue
Audio-Technica ATH-CK313IRD,0,In Ear,"[20,23]",TRUE,FALSE,Closed,Black / Blue
Audio-Technica ATH-CK313IRD,0,In Ear,"[20,23]",TRUE,FALSE,Closed,Red / Black
Audio-Technica ATH-CK313IWH,0,In Ear,"[20,23]",TRUE,FALSE,Closed,White / Black
Audio-Technica ATH-CK313MBGR,0,In Ear,"[20,23]",TRUE,FALSE,Closed,Black / Green
Audio-Technica ATH-CK313MBGK,0,In Ear,"[20,23]",TRUE,FALSE,Closed,Black
Audio-Technica ATH-CK313MBL,0,In Ear,"[20,23]",TRUE,FALSE,Closed,Black
Audio-Technica ATH-CK313MBRD,0,In Ear,"[20,23]",TRUE,FALSE,Closed,Black / Red
Audio-Technica ATH-CK313MBW,0,In Ear,"[20,23]",TRUE,FALSE,Closed,Brown / Black
Audio-Technica ATH-CK313MRD,0,In Ear,"[20,23]",TRUE,FALSE,Closed,Red / Black
Audio-Technica ATH-CK313MSV,0,In Ear,"[20,23]",TRUE,FALSE,Closed,Silver / Black
Audio-Technica ATH-CK313MWH,0,In Ear,"[20,23]",TRUE,FALSE,Closed,White
Audio-Technica ATH-CK323IBK,0,In Ear,"[20,23]",TRUE,FALSE,Closed,Black
Audio-Technica ATH-CK323IBL,0,In Ear,"[20,23]",TRUE,FALSE,Closed,Black / Blue
Audio-Technica ATH-CK323IRD,0,In Ear,"[20,23]",TRUE,FALSE,Closed,Black / Red
Audio-Technica ATH-CK323ISBK,0,In Ear,"[20,23]",TRUE,FALSE,Closed,Black
Audio-Technica ATH-CK323IWH,0,In Ear,"[20,23]",TRUE,FALSE,Closed,White
Audio-Technica ATH-CKF300GD,0,In Ear,"[18,23]",FALSE,FALSE,Closed,Yellow
Audio-Technica ATH-CKF300LGR,0,In Ear,"[18,23]",FALSE,FALSE,Closed,Yellow
Audio-Technica ATH-CKF300MGR,0,In Ear,"[18,23]",FALSE,FALSE,Closed,White
Audio-Technica ATH-CKF300PL,0,In Ear,"[18,23]",FALSE,FALSE,Closed,Purple
Audio-Technica ATH-CKF300WH,0,In Ear,"[18,23]",FALSE,FALSE,Closed,White
Audio-Technica ATH-CKF500LPK,0,In Ear,"[16,23]",FALSE,FALSE,Closed,Pink
Audio-Technica ATH-CKF500WH,0,In Ear,"[16,23]",FALSE,FALSE,Closed,White
Audio-Technica ATH-CKL202iSBL,13.99,In Ear,"[20,23]",TRUE,FALSE,Closed,Blue
Audio-Technica ATH-CKL202iSRD,0,In Ear,"[20,23]",TRUE,FALSE,Closed,Red
Audio-Technica ATH-CKL202iSWH,0,In Ear,"[20,23]",TRUE,FALSE,Closed,White
Audio-Technica ATH-CKM500ISBK,0,In Ear,"[5,25]",TRUE,FALSE,Closed,Black
Audio-Technica ATH-CKM500ISRD,0,In Ear,"[5,25]",TRUE,FALSE,Closed,Black / Red
Audio-Technica ATH-CKM500ISWH,0,In Ear,"[5,25]",TRUE,FALSE,Closed,White
Audio-Technica ATH-CKP200BK,0,Earbud,"[20,23]",FALSE,FALSE,Closed,Black
Audio-Technica ATH-CKP200WH,0,Earbud,"[20,23]",FALSE,FALSE,Closed,White
Audio-Technica ATH-CKP500BK,0,In Ear,"[20,23]",FALSE,FALSE,Closed,Black
Audio-Technica ATH-CKP500BL,0,In Ear,"[20,23]",FALSE,FALSE,Closed,Black / Blue
Audio-Technica ATH-CKP500RD,0,In Ear,"[20,23]",FALSE,FALSE,Closed,Black / Red
Audio-Technica ATH-CKP500WH,0,In Ear,"[20,23]",FALSE,FALSE,Closed,White
Audio-Technica ATH-CKS1000,0,In Ear,"[5,26]",TRUE,FALSE,Closed,Black
Audio-Technica ATH-CKS55BK,0,In Ear,"[5,24]",TRUE,FALSE,Closed,Black
Audio-Technica ATH-CKS55iBK,0,In Ear,"[5,24]",TRUE,FALSE,Closed,Black
Audio-Technica ATH-CKS77BK,0,In Ear,"[5,25]",TRUE,FALSE,Closed,Black
Audio-Technica ATH-CKS99,0,In Ear,"[5,25]",TRUE,FALSE,Closed,Black
Audio-Technica ATH-CKS99I,0,In Ear,"[5,25]",TRUE,FALSE,Closed,Black
Audio-Technica ATH-CLR100BK,0,In Ear,"[20,25]",FALSE,FALSE,Closed,Black
Audio-Technica ATH-CLR100BL,0,In Ear,"[20,25]",FALSE,FALSE,Closed,Blue
Audio-Technica ATH-CLR100LG,0,In Ear,"[20,25]",FALSE,FALSE,Closed,Green
Audio-Technica ATH-CLR100OR,0,In Ear,"[20,25]",FALSE,FALSE,Closed,Orange
Audio-Technica ATH-CLR100PK,0,In Ear,"[20,25]",FALSE,FALSE,Closed,Pink
Audio-Technica ATH-CLR100PL,0,In Ear,"[20,25]",FALSE,FALSE,Closed,Purple
Audio-Technica ATH-CLR100RD,0,In Ear,"[20,25]",FALSE,FALSE,Closed,Red
Audio-Technica ATH-CLR100WH,0,In Ear,"[20,25]",FALSE,FALSE,Closed,White
Audio-Technica ATH-COR150BK,0,In Ear,"[20,25]",FALSE,FALSE,Closed,Black
Audio-Technica ATH-COR150BL,0,In Ear,"[20,25]",FALSE,FALSE,Closed,Blue
Audio-Technica ATH-COR150LG,0,In Ear,"[20,25]",FALSE,FALSE,Closed,Green
Audio-Technica ATH-COR150OR,0,In Ear,"[20,25]",FALSE,FALSE,Closed,Orange
Audio-Technica ATH-COR150PK,0,In Ear,"[20,25]",FALSE,FALSE,Closed,Pink
Audio-Technica ATH-COR150PL,0,In Ear,"[20,25]",FALSE,FALSE,Closed,Purple
Audio-Technica ATH-COR150RD,0,In Ear,"[20,25]",FALSE,FALSE,Closed,Red
Audio-Technica ATH-CP700BK,0,In Ear,"[20,22]",TRUE,FALSE,Closed,Black
Audio-Technica ATH-M10,149.99,Circumaural,"[30,20]",FALSE,FALSE,Closed,Black
Audio-Technica ATH-M35,0,Circumaural,"[20,20]",FALSE,FALSE,Closed,Black
Audio-Technica ATH-M40fs,0,Circumaural,"[5,28]",FALSE,FALSE,Closed,Multicolor
Audio-Technica ATH-PRO500MK2BK,0,Circumaural,"[10,30]",FALSE,FALSE,Closed,Black
Audio-Technica ATH-PRO500MK2RD,0,Circumaural,"[10,30]",FALSE,FALSE,Closed,Black
Audio-Technica ATH-T300,0,Circumaural,"[18,22]",FALSE,FALSE,Closed,Black
Audio-Technica ATH-WS55BRD,0,Circumaural,"[10,24]",FALSE,FALSE,Closed,Black / Red
Audio-Technica ATH-WS55IBK,0,Circumaural,"[10,24]",FALSE,FALSE,Closed,Black
Audio-Technica ATH-WS77,0,Circumaural,"[10,25]",FALSE,FALSE,Closed,Black
Audio-Technica ATH-WS99,0,Circumaural,"[8,25]",TRUE,FALSE,Closed,Black
Audio-Technica ATHCKF500BK,0,In Ear,"[16,23]",FALSE,FALSE,Closed,Black
Audio-Technica ATHHCLR100PK,0,In Ear,"[20,25]",FALSE,FALSE,Closed,Pink
Audio-Technica ATHM50S,0,Circumaural,"[15,28]",FALSE,FALSE,Closed,Black
Audio-Technica ATH-M50WH,0,Circumaural,"[15,28]",FALSE,FALSE,Closed,White
Audio-Technica ATR5200,0,Supra-aural,"[30,20]",TRUE,FALSE,Open,Black
Audio-Technica PRO-ATH-M2X,0,Supra-aural,"[20,20]",FALSE,FALSE,Semi-open,Black
Denon AH-C400,0,Earbud,"[4,20]",FALSE,FALSE,Closed,Black / Silver
Denon AH-C100BU,0,In Ear,"[5,24]",FALSE,FALSE,Closed,Black / Blue
Denon AH-D320BU,0,Supra-aural,"[6,37]",FALSE,FALSE,Closed,Black / Blue
Denon AH-D320BU,0,Supra-aural,"[6,37]",FALSE,FALSE,Closed,Black / Red
Denon AH-D 340,0,Supra-aural,"[7,37]",FALSE,FALSE,Closed,Black / Silver
Denon AH-D600,0,Circumaural,"[5,45]",FALSE,FALSE,Closed,Black / Silver
Denon AH-D7100,0,Circumaural,"[5,45]",FALSE,FALSE,Closed,Multicolor
Denon AH-NCW500BK,0,Supra-aural,"[5,37]",FALSE,FALSE,Closed,Black
Denon AH-NCW500SR,0,Supra-aural,"[5,37]",FALSE,FALSE,Closed,Silver / Beige
Denon AH-W150PK,0,Earbud,"[5,25]",FALSE,TRUE,Closed,Pink
Denon AH-W200,0,In Ear,"[5,25]",FALSE,TRUE,Closed,Black / Silver
Denon AHC260R,0,In Ear,"[20,23]",FALSE,FALSE,Closed,Black / Silver
Denon AHD310R,0,Circumaural,,FALSE,FALSE,Closed,Black
Denon AHD510R,0,Circumaural,,FALSE,FALSE,Closed,Black
Denon AHW150BK,0,In Ear,"[5,25]",FALSE,TRUE,Closed,Black / Silver
Denon AH-W150BU,0,In Ear,"[5,25]",FALSE,TRUE,Closed,Blue / Silver
Denon DEN-HP1000,0,Circumaural,"[5,33]",FALSE,FALSE,Closed,Black / Silver
Sennheiser 505665,0,Circumaural,"[15,22]",FALSE,FALSE,Closed,Black
Sennheiser MX 365,0,Earbud,"[20,20]",FALSE,FALSE,Closed,Black / Blue
Sennheiser AMPERIOR-BL,0,Supra-aural,"[16,22]",FALSE,FALSE,Closed,Black / Blue
Sennheiser AMPERIOR-BL,0,Supra-aural,"[16,22]",FALSE,FALSE,Closed,Black / Silver
Sennheiser HD419,0,Circumaural,"[20,20]",FALSE,FALSE,Closed,Black
Sennheiser PX100 II,0,Supra-aural,"[15,27]",FALSE,FALSE,Open,Black
Sennheiser CC550,0,Supra-aural,"[300,3.4]",TRUE,FALSE,Closed,Black
Sennheiser CX 215,59,In Ear,"[20,20]",FALSE,FALSE,Closed,Black / Blue
Sennheiser CX 215,0,In Ear,"[20,20]",FALSE,FALSE,Closed,Brown / Black
Sennheiser CX 215,0,In Ear,"[20,20]",FALSE,FALSE,Closed,Black / Green
Sennheiser CX 215,0,In Ear,"[20,20]",FALSE,FALSE,Closed,Black / Orange
Sennheiser CX 300-II,0,In Ear,"[19,21]",FALSE,FALSE,Closed,Black
Sennheiser CX 300-II,0,In Ear,"[19,21]",FALSE,FALSE,Closed,Black
Sennheiser CX-215-RED,0,In Ear,"[22,20]",FALSE,FALSE,Closed,Black / Blue
Sennheiser CX150,0,Earbud,"[20,20]",FALSE,FALSE,Closed,Black
Sennheiser CX280,49.99,In Ear,"[19,20.5]",FALSE,FALSE,Closed,Black / Silver
Sennheiser CX55,60.95,In Ear,"[17,21]",FALSE,FALSE,Closed,Black / Silver
Sennheiser CX985,0,In Ear,"[16,24]",FALSE,FALSE,Closed,Black / Silver
Sennheiser DW10-US,0,Supra-aural,,TRUE,FALSE,Closed,Black / Silver
Sennheiser DW30-HS,0,Supra-aural,,FALSE,FALSE,Closed,Black
Sennheiser HD 202 II,0,Circumaural,"[18,18]",FALSE,FALSE,Closed,Black
Sennheiser HD 229 (White),0,Supra-aural,"[18,22]",FALSE,FALSE,Closed,Orange / White
Sennheiser HD 239,149.99,Supra-aural,"[16,23]",FALSE,FALSE,Closed,Black / Red
Sennheiser HD 25-SP II,0,Supra-aural,"[30,16]",FALSE,FALSE,Closed,Black
Sennheiser HD 419,0,Circumaural,"[20,20]",FALSE,FALSE,Closed,Black
Sennheiser HD 428 SC,0,Circumaural,"[18,22]",FALSE,FALSE,Closed,Black
Sennheiser HD 429,0,Circumaural,"[18,22]",FALSE,FALSE,Closed,Black
Sennheiser HD 429s,0,Circumaural,"[18,22]",TRUE,FALSE,Closed,Black
Sennheiser HD 449,0,Circumaural,"[16,24]",FALSE,FALSE,Closed,Black / Silver
Sennheiser HD 201,0,Circumaural,"[21,18]",FALSE,FALSE,Closed,Black / Silver
Sennheiser HD 203,0,Circumaural,"[18,18]",FALSE,FALSE,Closed,Black / Silver
Sennheiser HD205-II,0,Circumaural,"[14,20]",FALSE,FALSE,Closed,Black / Silver
Sennheiser HD 218,0,Supra-aural,"[19,21]",FALSE,FALSE,Closed,Black / Silver
Sennheiser HD25-1 II,0,Supra-aural,"[16,22]",FALSE,FALSE,Closed,Black
Sennheiser HD 518,0,Circumaural,"[14,26]",FALSE,FALSE,Open,Black / Silver
Sennheiser HD 800,0,Circumaural,"[6,51]",FALSE,FALSE,Open,Black / Silver
Sennheiser HMD280-PRO,0,Circumaural,"[8,25]",TRUE,FALSE,Closed,Black
Sennheiser HME280I,0,Circumaural,"[300,4]",TRUE,FALSE,Closed,Black
Sennheiser MM 400-X,0,Supra-aural,"[15,22]",TRUE,TRUE,Closed,Black / Blue
Sennheiser MM 450-X,0,Supra-aural,"[15,22]",TRUE,TRUE,Closed,Black / Blue
Sennheiser MM 500-X,0,Circumaural,"[15,22]",TRUE,TRUE,Closed,Black / Blue
Sennheiser MM 550,0,Circumaural,"[15,22]",TRUE,TRUE,Closed,Black / Blue
Sennheiser MM 550-X,0,Circumaural,"[15,22]",TRUE,TRUE,Closed,Black / Blue
Sennheiser MM70I,0,Earbud,"[18,22]",TRUE,FALSE,Closed,Black / Silver
Sennheiser MM70S,0,In Ear,"[18,22]",TRUE,FALSE,Closed,Black / Silver
Sennheiser Momentum Black,0,Circumaural,"[16,22]",FALSE,FALSE,Closed,Black
Sennheiser Momentum Brown,0,Circumaural,"[16,22]",FALSE,FALSE,Closed,Black
Sennheiser Momentum Green,0,Circumaural,"[16,22]",FALSE,FALSE,Closed,Black
Sennheiser Momentum Ivory,0,Circumaural,"[16,22]",FALSE,FALSE,Closed,Black
Sennheiser Momentum Pink,0,Circumaural,"[16,22]",FALSE,FALSE,Closed,Black
Sennheiser MX 365 Blue,0,Earbud,"[20,20]",FALSE,FALSE,Closed,Blue / Silver
Sennheiser MX 365 Bronze,0,Earbud,"[20,20]",FALSE,FALSE,Closed,Brown
Sennheiser MX 365 Red,0,Earbud,"[20,20]",FALSE,FALSE,Closed,Red / Black
Sennheiser MX 365 White,0,Earbud,"[20,20]",FALSE,FALSE,Closed,White
Sennheiser MX 680i,0,Earbud,"[18,20]",FALSE,FALSE,Closed,Black / Yellow
Sennheiser MX 365 Brown,0,Earbud,"[20,20]",FALSE,FALSE,Closed,Brown
Sennheiser MX 365 Orange,0,Earbud,"[20,20]",FALSE,FALSE,Closed,Orange
Sennheiser MX680,0,Earbud,"[18,20]",FALSE,FALSE,Closed,Black / Yellow
Sennheiser MX685,0,Earbud,"[18,20]",FALSE,FALSE,Closed,Black / Silver
Sennheiser OCX685IW,0,In Ear,"[18,20]",FALSE,FALSE,Closed,White
Sennheiser OCX880,0,In Ear,"[19,21]",FALSE,FALSE,Closed,Black
Sennheiser OMX 680i,0,Earbud,"[18,20]",FALSE,FALSE,Closed,Black / Yellow
Sennheiser OMX180,0,Earbud,"[18,20]",FALSE,FALSE,Closed,Black / Silver
Sennheiser PC 31-II,0,Supra-aural,"[40,18]",TRUE,FALSE,Closed,Black
Sennheiser PMX680,69.98,Earbud,"[18,20]",FALSE,FALSE,Closed,Black / Yellow
Sennheiser PMX685I,0,In Ear,"[18,20]",FALSE,FALSE,Closed,Black / Blue
Sennheiser PX 100-IIi,0,Supra-aural,"[15,27]",TRUE,FALSE,Closed,Black
Sennheiser PX 200 II,0,Supra-aural,"[10,21]",FALSE,FALSE,Closed,Black / Silver
Sennheiser PX100-II,0,Supra-aural,"[15,27]",FALSE,FALSE,Closed,Black / Silver
Sennheiser PX200-III,0,Supra-aural,"[10,21]",FALSE,FALSE,Closed,Black / Silver
Sennheiser PX685I,0,In Ear,"[18,20]",FALSE,FALSE,Closed,Black / Blue
Sennheiser PX685IW,0,In Ear,"[18,20]",FALSE,FALSE,Closed,Black / Blue
Sennheiser PXC 450,0,Circumaural,"[8,28]",FALSE,FALSE,Closed,Black / Silver
Sennheiser PXC 310,0,Supra-aural,"[15,22]",FALSE,FALSE,Closed,Black / Red
Sennheiser PXC250 II,0,Supra-aural,"[10,21]",FALSE,FALSE,Closed,Black / Silver
Sennheiser RS 160,0,Circumaural,"[18,21]",FALSE,TRUE,Closed,Black
Sennheiser RS 170,0,Circumaural,"[18,21]",FALSE,FALSE,Closed,Black / Silver
Sennheiser RS 180,0,Circumaural,"[18,21]",FALSE,FALSE,Open,Black / Silver
Sennheiser RS110,0,Supra-aural,"[22,19.5]",FALSE,FALSE,Open,Black / Silver
Sennheiser SH350IP,0,Supra-aural,"[150,6.8]",TRUE,FALSE,Closed,Black / Silver
Sennheiser U 320,0,Circumaural,"[70,15]",TRUE,FALSE,Closed,Black / Blue
Skullcandy S2FFCM-065,0,In Ear,"[20,20]",TRUE,FALSE,Closed,Black / Red
Skullcandy S2FFDM-042,0,In Ear,"[20,20]",TRUE,FALSE,Closed,Black / Orange
Skullcandy S2FFDM-083,0,In Ear,"[20,20]",TRUE,FALSE,Closed,Black / Yellow
Skullcandy S2FFDM-145,0,In Ear,"[20,20]",TRUE,FALSE,Closed,Black / Gold
Skullcandy S2FFFA-003,0,In Ear,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Skullcandy S2FFFA-075,0,In Ear,"[20,20]",TRUE,FALSE,Closed,Black / White
Skullcandy S2FFFM-034,0,In Ear,"[20,20]",TRUE,FALSE,Closed,Black / Red
Skullcandy S2FFFM-059,0,In Ear,"[20,20]",TRUE,FALSE,Closed,Black / Red
Skullcandy S2FFFM-074,0,In Ear,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Skullcandy S2FFFM-075,0,In Ear,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Skullcandy S2FFFM-256,0,In Ear,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Skullcandy S2FFFM-259,0,In Ear,"[20,20]",TRUE,FALSE,Closed,Black / Blue
Skullcandy S2FFFM-289,0,In Ear,"[20,20]",TRUE,FALSE,Closed,Blue / White
Skullcandy S2FFFM-319,0,In Ear,"[20,20]",TRUE,FALSE,Closed,Black / Green
Skullcandy S2FXDM-008,0,In Ear,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Skullcandy S2FXDM-075,0,In Ear,"[20,20]",TRUE,FALSE,Closed,Black / Silver
Skullcandy S2FXDM-161,59,In Ear,"[20,20]",TRUE,FALSE,Closed,Black / Red
Skullcandy S2FXFM-312,0,In Ear,"[20,20]",TRUE,FALSE,Closed,Black / Blue
Skullcandy S2HMCY-003,0,In Ear,"[5,22]",TRUE,FALSE,Closed,Black
Skullcandy S2HMCY-016-1,0,In Ear,"[5,22]",TRUE,FALSE,Closed,Black
Skullcandy S2IKDY-003,0,In Ear,"[5,22]",TRUE,FALSE,Closed,Black
Skullcandy S2IKDY-010,0,In Ear,"[5,22]",TRUE,FALSE,Closed,Black / Red
Skullcandy S2IKDZ-058,0,In Ear,"[5,22]",TRUE,FALSE,Closed,Multicolor
Skullcandy S2IKFY-074,0,In Ear,"[5,22]",TRUE,FALSE,Closed,Black / White
Skullcandy S2INCZ-040,0,In Ear,"[20,20]",FALSE,FALSE,Closed,Pink / Black
Skullcandy S2INCZ-045,0,In Ear,"[20,20]",FALSE,FALSE,Closed,Pink / Black
Skullcandy S2INCZ-049,0,In Ear,"[20,20]",FALSE,FALSE,Closed,Pink / Black
Skullcandy S2INCZ-058,0,In Ear,"[20,20]",FALSE,FALSE,Closed,Pink / Black
Skullcandy S2INDY-045,0,In Ear,,TRUE,FALSE,Closed,Black / Silver
Skullcandy S2INDY-134,0,In Ear,,TRUE,FALSE,Closed,Black / Pink
Sony MW600,0,Earbud,,TRUE,TRUE,Closed,Black / White
Sony MW600,0,Earbud,,TRUE,TRUE,Closed,Black / White
Sony 162219,0,Circumaural,,FALSE,FALSE,Closed,Black
Sony 163120478651,0,Supra-aural,,FALSE,FALSE,Closed,Black
Sony 777786204211,0,Supra-aural,,FALSE,FALSE,Closed,Black
Sony ASONMDRNC100K1,0,Earbud,,FALSE,FALSE,Closed,Black
Sony DRNC201IP,0,Supra-aural,"[8,23]",FALSE,FALSE,Closed,Black
Sony MDR-110LP,0,Supra-aural,"[18,20]",FALSE,FALSE,Closed,Black
Sony MDR-222KD/BLK,0,Supra-aural,"[14,20]",FALSE,FALSE,Closed,Black
Sony MDR-AS200 BK,0,Earbud,"[17,22]",FALSE,FALSE,Closed,Black
Sony MDR-AS20J,0,Earbud,"[18,22]",FALSE,FALSE,Closed,Black
Sony MDR-E828LP/SLV,0,Earbud,"[12,22]",FALSE,FALSE,Closed,Black / Silver
Sony MDR-IF245RK,0,Supra-aural,"[10,24]",FALSE,FALSE,Closed,Black
Sony MDR-J10/BLUE,0,Earbud,"[20,20]",FALSE,FALSE,Closed,Blue
Sony MDR-J10/BLUE,0,Earbud,"[20,20]",FALSE,FALSE,Closed,Green
Sony MDR-MA300,0,Supra-aural,"[10,24]",FALSE,FALSE,Open,Black
Sony MDR-NC22/BLK,0,Earbud,"[8,22]",FALSE,FALSE,Closed,Black / Silver
Sony MDR-Q68LW,0,Supra-aural,"[16,24]",FALSE,FALSE,Closed,Black
Sony MDR-RF810RK,0,Circumaural,"[20,20]",FALSE,TRUE,Closed,Black
Sony MDR-V250V,0,Supra-aural,"[18,22]",FALSE,FALSE,Closed,Black
Sony MDR-V55/WHI,0,Supra-aural,"[5,25]",FALSE,FALSE,Closed,White
Sony MDR-W08L,0,Earbud,"[20,20]",FALSE,FALSE,Closed,Black
Sony MDR-X05/BR,0,Supra-aural,"[4,24]",FALSE,FALSE,Closed,Red / Black
Sony MDR-X05/WS,0,Supra-aural,"[4,24]",FALSE,FALSE,Closed,White
Sony MDR-X10/RED,0,Supra-aural,"[3,29]",FALSE,FALSE,Closed,White / Red
Sony MDR-XD200,0,Supra-aural,"[10,22]",FALSE,FALSE,Closed,Black / Silver
Sony MDR-ZX300/BLK,0,Supra-aural,"[10,24]",FALSE,FALSE,Closed,Black
Sony MDR-ZX500,0,Circumaural,"[8,25]",FALSE,FALSE,Closed,Black
Sony MDR-ZX600/WHI,0,Supra-aural,"[6,25]",FALSE,FALSE,Closed,White
Sony MDR-ZX700,0,Supra-aural,"[5,40]",FALSE,FALSE,Closed,Black
Sony MDR210LP,0,Supra-aural,"[14,20]",FALSE,FALSE,Closed,Black
Sony MDR222KD/PIN,0,Supra-aural,"[14,20]",FALSE,FALSE,Closed,Pink / Black
Sony MDR-570LP/BLK,0,Supra-aural,"[12,22]",FALSE,FALSE,Closed,Black
Sony MDR-770LP,32.95,Supra-aural,"[12,24]",FALSE,FALSE,Closed,Black
Sony MDRAS200/ORG,0,Earbud,"[17,22]",FALSE,FALSE,Closed,Black / Orange
Sony MDRAS200B,0,Earbud,"[17,22]",FALSE,FALSE,Closed,Black
Sony MDRAS200BL,0,Earbud,"[17,22]",FALSE,FALSE,Closed,Black / Blue
Sony MDRAS200G,0,Earbud,"[17,22]",FALSE,FALSE,Closed,Black / Green
Sony MDRAS200O,0,Earbud,"[17,22]",FALSE,FALSE,Closed,Black / Orange
Sony MDRAS200PK,0,Earbud,"[17,22]",FALSE,FALSE,Closed,Pink / Black
Sony MDRAS200W,0,Earbud,"[17,22]",FALSE,FALSE,Closed,White
Sony MDRAS20J/WHI,0,Earbud,,FALSE,FALSE,Closed,White
Sony MDR-XB500,0,Supra-aural,"[4,24]",FALSE,FALSE,Closed,Black / Silver
Sony MDRAS30G,0,Supra-aural,"[14,23]",FALSE,FALSE,Closed,Black / Silver
Sony MDRAS35W,0,In Ear,"[18,22]",FALSE,FALSE,Closed,Black / Silver
Sony MDR-ED12LP/RED,0,In Ear,"[8,22]",FALSE,FALSE,Closed,Black / Red
Sony MDREX37B/BLU,0,Earbud,"[6,23]",FALSE,FALSE,Closed,Black / Blue
Sony MDREX37B/RED,0,Earbud,"[6,23]",FALSE,FALSE,Closed,Black / Blue
Sony MDR-G45LP,0,Supra-aural,"[16,20]",FALSE,FALSE,Closed,Black
Sony MDR-J10/BLACK,0,Earbud,"[20,20]",FALSE,FALSE,Closed,Black
Sony MDRMA100,0,Supra-aural,"[12,22]",FALSE,FALSE,Closed,Black
Sony MDRMA900,0,Circumaural,"[5,40]",FALSE,FALSE,Open,Black
Sony MDRNC40,0,Supra-aural,"[14,22]",FALSE,FALSE,Closed,Black
Sony MDRNC500D,0,Circumaural,"[5,24]",FALSE,FALSE,Closed,Black
Sony MDRNC8/BLK,0,Supra-aural,"[30,20]",FALSE,FALSE,Closed,Black
Sony MDRNC8WHI,0,Supra-aural,"[30,20]",FALSE,FALSE,Closed,White
Sony MDRV55BR,0,Circumaural,"[5,25]",FALSE,FALSE,Closed,Black / Red
Sony MDRX05BS,0,Supra-aural,"[4,24]",FALSE,FALSE,Closed,Black / Silver
Sony MDRX05RS,0,Supra-aural,"[4,24]",FALSE,FALSE,Closed,Red / Silver
Sony MDRXB400IP,0,Supra-aural,"[5,22]",FALSE,FALSE,Closed,Black / Blue
Sony MDR-XB600,0,Supra-aural,"[4,24]",FALSE,FALSE,Closed,Brown / Black
