name,price,capacity,price_per_gb,type,form_factor,interface
PNY CS1031,,256,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate Exos X18,456.86,18000,0.025,7200,3.5,SATA 6.0 Gb/s
Western Digital Purple,97.59,4000,0.024,5400,3.5,SATA 6.0 Gb/s
Kingston KC600,33.95,256,0.133,SSD,2.5,SATA 6.0 Gb/s
MSI SPATIUM M480 HS,121.99,1000,0.122,SSD,M.2-2280,M.2 PCIe 4.0 X4
Corsair Neutron XTi,,1920,,SSD,2.5,SATA 6.0 Gb/s
HP EX950,219.99,2000,0.11,SSD,M.2-2280,M.2 PCIe 3.0 X4
Patriot Viper VP4300,85.99,1000,0.086,SSD,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Caviar Blue,23.4,500,0.047,5400,2.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,108.59,1000,0.109,7200,3.5,SATA 6.0 Gb/s
Intenso High Performance,32.54,480,0.068,SSD,2.5,SATA 6.0 Gb/s
Intenso 3812430,25.99,128,0.203,SSD,2.5,SATA 6.0 Gb/s
Crucial BX500,,960,,SSD,2.5,SATA 6.0 Gb/s
Lexar NM610,97.55,1000,0.098,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue SN550,69.99,500,0.14,SSD,M.2-2280,M.2 PCIe 3.0 X4
KIOXIA EXCERIA,111.35,960,0.116,SSD,2.5,SATA 6.0 Gb/s
Seagate Exos X18,285.4,18000,0.016,7200,3.5,SAS 12.0 Gb/s
Western Digital Gold,105.49,4000,0.026,7200,3.5,SATA 6.0 Gb/s
ADATA Swordfish,89.99,2000,0.045,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue,156.44,6000,0.026,5400,3.5,SATA 6.0 Gb/s
Silicon Power UD85,,500,,SSD,M.2-2280,M.2 PCIe 4.0 X4
MSI SPATIUM M480,99.76,1000,0.1,SSD,M.2-2280,M.2 PCIe 4.0 X4
SanDisk X600,781,1000,0.781,SSD,M.2-2280,M.2 SATA
MSI SPATIUM M480,,2000,,SSD,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Caviar Blue,58.75,500,0.117,7200,3.5,SATA 3.0 Gb/s
Western Digital WD Blue,63.37,500,0.127,SSD,2.5,SATA 6.0 Gb/s
Samsung Spinpoint F4,,2000,,5400,3.5,SATA 3.0 Gb/s
Hitachi Travelstar 7K1000,,1000,,7200,2.5,SATA 6.0 Gb/s
SanDisk SSD PLUS,59.99,240,0.25,SSD,2.5,SATA 6.0 Gb/s
Western Digital Red Pro,259.99,12000,0.022,7200,3.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,338.4,14000,0.024,7200,3.5,SATA 6.0 Gb/s
Western Digital Red SA500,39.99,500,0.08,SSD,2.5,SATA 6.0 Gb/s
Western Digital Black AN1500,,2000,,SSD,PCIe,PCIe x8
Hitachi Ultrastar 7K6000,88.99,4000,0.022,7200,3.5,SATA 6.0 Gb/s
Intel 760p,157.74,256,0.616,SSD,M.2-2280,M.2 PCIe 3.0 X4
Hitachi Ultrastar,,2000,,7200,3.5,SATA 3.0 Gb/s
ADATA XPG SX8100,94.99,2000,0.047,SSD,M.2-2280,M.2 PCIe 3.0 X4
ADATA Swordfish,,250,,SSD,M.2-2280,M.2 PCIe 3.0 X4
PNY XLR8 CS3040,291.75,4000,0.073,SSD,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf NAS,69,3000,0.023,5400,3.5,SATA 6.0 Gb/s
Western Digital Purple,82.95,2000,0.041,5400,3.5,SATA 6.0 Gb/s
ADATA Ultimate SU650,,480,,SSD,2.5,SATA 6.0 Gb/s
Western Digital PC SN730,45,512,0.088,SSD,M.2-2280,M.2 PCIe 3.0 X4
SanDisk Solid State Drive,,256,,SSD,2.5,SATA 6.0 Gb/s
Samsung 860 Evo,,2000,,SSD,M.2-2280,M.2 SATA
Gigabyte AORUS,,1000,,SSD,PCIe,PCIe x4
Micron 2200,,512,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Apacer AS340 PANTHER,,240,,SSD,2.5,SATA 6.0 Gb/s
Seagate Exos X18,319.74,12000,0.027,7200,3.5,SATA 6.0 Gb/s
Seagate Exos 7E10 512n,198,6000,0.033,7200,3.5,SATA 6.0 Gb/s
VisionTek DLX4,180.99,2000,0.09,SSD,M.2-2242,M.2 PCIe 4.0 X4
Seagate SkyHawk,89,2000,0.045,5900,3.5,SATA 6.0 Gb/s
Timetec 30TT253X2,24.99,512,0.049,SSD,2.5,SATA 6.0 Gb/s
Western Digital Red,350.45,8000,0.044,5400,3.5,SATA 6.0 Gb/s
Western Digital Black,,8000,,7200,3.5,SATA 6.0 Gb/s
Seagate FireCuda 510,49.99,250,0.2,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Ultrastar DC HC330,249.95,10000,0.025,7200,3.5,SATA 6.0 Gb/s
XPG SX6000 Lite,,512,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Purple,51.93,1000,0.052,5400,3.5,SATA 6.0 Gb/s
Western Digital Green,49.99,480,0.104,SSD,M.2-2280,M.2 SATA
MSI SPATIUM M570 HS,,1000,,SSD,M.2-2280,M.2 PCIe 5.0 X4
Seagate EE25.2,71.47,40,1.787,5400,2.5,SATA 3.0 Gb/s
Western Digital Black,63,750,0.084,7200,2.5,SATA 6.0 Gb/s
Western Digital WD Blue,79,1000,0.079,SSD,2.5,SATA 6.0 Gb/s
Western Digital Caviar Green,,1000,,5400,3.5,SATA 3.0 Gb/s
Western Digital Black,,5000,,7200,3.5,SATA 6.0 Gb/s
Kingston SSDNow UV400,,480,,SSD,2.5,SATA 6.0 Gb/s
Western Digital Blue,94.99,250,0.38,SSD,2.5,SATA 6.0 Gb/s
Hitachi HUA721010KLA330,,1000,,7200,3.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Vulcan,,500,,SSD,2.5,SATA 6.0 Gb/s
Toshiba MG07ACA14TE,235.63,14000,0.017,7200,3.5,SATA 6.0 Gb/s
Silicon Power A55,42.97,1000,0.043,SSD,M.2-2280,M.2 SATA
Patriot Viper VPN110,94.99,2000,0.047,SSD,M.2-2280,M.2 PCIe 3.0 X4
Patriot Burst Elite,86.99,1920,0.045,SSD,2.5,SATA 6.0 Gb/s
Hitachi 0F14683,77,4000,0.019,7200,3.5,SATA 6.0 Gb/s
Nextorage NEM-PA,55.99,1000,0.056,SSD,M.2-2280,M.2 PCIe 4.0 X4
Toshiba X300 Pro,299.97,18000,0.017,7200,3.5,SATA 6.0 Gb/s
TEAMGROUP MS30,,128,,SSD,M.2-2280,M.2 SATA
Netac NV7000-t,68.98,1000,0.069,SSD,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda,99.99,1000,0.1,7200,3.5,SATA 3.0 Gb/s
Seagate IronWolf 125,68.98,500,0.138,SSD,2.5,SATA 6.0 Gb/s
Gigabyte AORUS,,512,,SSD,PCIe,PCIe x4
Seagate Constellation ES.3,86.99,2000,0.043,7200,3.5,SATA 6.0 Gb/s
Corsair Force MP500,,120,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Red,277.98,10000,0.028,5400,3.5,SATA 6.0 Gb/s
Lexar NS100,36.98,512,0.072,SSD,2.5,SATA 6.0 Gb/s
Crucial M500,190,240,0.792,SSD,2.5,SATA 6.0 Gb/s
SanDisk Ultra II,295,960,0.307,SSD,2.5,SATA 6.0 Gb/s
Western Digital Black NVMe,,500,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Patriot Burst,48.93,240,0.204,SSD,2.5,SATA 6.0 Gb/s
Western Digital Caviar Blue,,320,,7200,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,,1000,,5200,2.5,SATA 3.0 Gb/s
Samsung 840,,120,,SSD,2.5,SATA 6.0 Gb/s
Kingston Predator,,240,,SSD,M.2-2280,M.2 PCIe 2.0 X4
Seagate Momentus,66.99,1000,0.067,5400,2.5,SATA 6.0 Gb/s
Western Digital Blue,,1000,,,2.5,SATA 6.0 Gb/s
Seagate Exos X14,381.8,14000,0.027,7200,3.5,SATA 6.0 Gb/s
Western Digital Green,,1000,,SSD,2.5,SATA 6.0 Gb/s
Seagate BarraCuda 120,,2000,,SSD,2.5,SATA 6.0 Gb/s
ADATA Falcon,45,512,0.088,SSD,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Cardea II TUF Gaming Alliance,,1000,,SSD,M.2-2280,M.2 PCIe 3.0 X4
HP S700,,500,,SSD,2.5,SATA 6.0 Gb/s
GOODRAM CL100 gen.3,,480,,SSD,2.5,SATA 6.0 Gb/s
Western Digital SN530,,1024,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Kingston UV500B,,240,,SSD,2.5,SATA 6.0 Gb/s
ADATA Legend 850,34.99,512,0.068,SSD,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP510,314.99,4000,0.079,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Caviar Black,199.99,4000,0.05,7200,3.5,SATA 6.0 Gb/s
Crucial M500,495,960,0.516,SSD,2.5,SATA 6.0 Gb/s
Seagate Exos X16,,12000,,7200,3.5,SATA 6.0 Gb/s
Seagate IronWolf NAS,,3840,,SSD,2.5,SATA 6.0 Gb/s
Western Digital PC SN730,143,1000,0.143,SSD,M.2-2280,M.2 PCIe 3.0 X4
PNY XLR8 CS3140 w/Heatsink,99.99,1000,0.1,SSD,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP510,189.9,960,0.198,SSD,M.2-2280,M.2 PCIe 3.0 X4
Kingston Q500,26.99,240,0.112,SSD,2.5,SATA 6.0 Gb/s
Seagate FireCuda 510,128.75,1000,0.129,SSD,M.2-2280,M.2 PCIe 3.0 X4
Corsair Force LE,,240,,SSD,2.5,SATA 6.0 Gb/s
Kingston A1000,,480,,SSD,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP MP33,,128,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Kingston KC2500,,500,,SSD,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Vulcan G,,1000,,SSD,2.5,SATA 6.0 Gb/s
ADATA Legend 960,249.99,4000,0.062,SSD,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power A55,19.97,256,0.078,SSD,M.2-2280,M.2 SATA
Toshiba N300,,4000,,7200,3.5,SATA 6.0 Gb/s
Gigabyte GP-GSM2NE3128GNTD,,128,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Intel D3-S4520,623.45,7680,0.081,SSD,2.5,SATA 6.0 Gb/s
Kingston Q500,23.99,120,0.2,SSD,2.5,SATA 6.0 Gb/s
Patriot P400,37.99,512,0.074,SSD,M.2-2280,M.2 PCIe 4.0 X4
ADATA XPG SPECTRIX S40G RGB,,4000,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Purple Surveillance,82,3000,0.027,5400,3.5,SATA 6.0 Gb/s
Western Digital Caviar Green,98.22,2000,0.049,5400,3.5,SATA 6.0 Gb/s
Intel DC P3600,1500,1200,1.25,SSD,PCIe,PCIe x4
ADATA XPG GAMMIX S5,148.12,512,0.289,SSD,M.2-2280,M.2 PCIe 3.0 X4
Intel Optane 900P,,480,,SSD,PCIe,PCIe x4
Samsung 750 EVO,,120,,SSD,2.5,SATA 6.0 Gb/s
ADATA XPG SX8200 480,,480,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Intel Optane 905P,,960,,SSD,PCIe,PCIe x4
Seagate BarraCuda 510,,500,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Gigabyte AORUS Gen4,,2000,,SSD,M.2-2280,M.2 PCIe 4.0 X4
Water Panther Arsenal,,14000,,7200,3.5,SATA 6.0 Gb/s
KingSpec P3,,256,,SSD,2.5,SATA 6.0 Gb/s
ADATA LEGEND 700,,256,,SSD,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Cardea A440 Pro Special Series,249,4000,0.062,SSD,M.2-2280,M.2 PCIe 4.0 X4
Sabrent Rocket,169.99,2000,0.085,SSD,M.2-2242,M.2 PCIe 3.0 X4
Sabrent Rocket Q4,,2000,,SSD,M.2-2280,M.2 PCIe 4.0 X4
Transcend 250S,319.99,4000,0.08,SSD,M.2-2280,M.2 PCIe 4.0 X4
Toshiba X300 Pro,269.99,12000,0.022,7200,3.5,SATA 6.0 Gb/s
MSI SPATIUM M480 HS,,2000,,SSD,M.2-2280,M.2 PCIe 4.0 X4
Seagate FireCuda 520 Rev 2.0,74.56,500,0.149,SSD,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Red Pro,249.99,10000,0.025,7200,3.5,SATA 6.0 Gb/s
Lexar NM760,,1000,,SSD,M.2-2280,M.2 PCIe 4.0 X4
Corsair Force MP500,,480,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda,,250,,7200,3.5,SATA 6.0 Gb/s
Western Digital VelociRaptor,76.75,500,0.153,10000,3.5,SATA 6.0 Gb/s
Intel 760p,454.25,2000,0.227,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital PC SN730,37.9,256,0.148,SSD,M.2-2280,M.2 PCIe 3.0 X4
Netac NV3000,,500,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate Pipeline HD,,500,,5900,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,,3000,,5400,3.5,SATA 6.0 Gb/s
Intel DC S3700,100,100,1,SSD,2.5,SATA 6.0 Gb/s
Samsung SM951,,128,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Hitachi HTS547550A9E384,,500,,5400,2.5,SATA 3.0 Gb/s
Western Digital AV,17,320,0.053,5400,2.5,SATA 6.0 Gb/s
Seagate BarraCuda 120,,250,,SSD,2.5,SATA 6.0 Gb/s
Seagate FireCuda Compute,,2000,,,2.5,SATA 6.0 Gb/s
Apacer AS350 PANTHER,,256,,SSD,2.5,SATA 6.0 Gb/s
ADATA Legend 750,69.59,500,0.139,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue Mobile,23.77,500,0.048,5400,2.5,SATA 6.0 Gb/s
Sabrent Rocket Q4,199.99,2000,0.1,SSD,M.2-2230,M.2 PCIe 4.0 X4
Western Digital Ultrastar DC HC550,268,16000,0.017,7200,3.5,SAS 12.0 Gb/s
Seagate Enterprise Capacity,147,8000,0.018,7200,3.5,SAS 6.0 Gb/s
Toshiba N300,259.99,14000,0.019,7200,3.5,SATA 6.0 Gb/s
TEAMGROUP CX1,22.49,480,0.047,SSD,2.5,SATA 6.0 Gb/s
Hitachi Ultrastar SN260,312.99,1600,0.196,SSD,PCIe,PCIe x8
Toshiba S300,104.99,2000,0.052,5400,3.5,SATA 6.0 Gb/s
Western Digital Ultrastar DC HC550,399.99,18000,0.022,7200,3.5,SAS 12.0 Gb/s
Toshiba X300,299.99,16000,0.019,7200,3.5,SATA 6.0 Gb/s
ADATA Ultimate SU650,,120,,SSD,2.5,SATA 6.0 Gb/s
MSI SPATIUM M370,68.14,1000,0.068,SSD,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP T-Force Delta RGB Lite,51.99,500,0.104,SSD,2.5,SATA 6.0 Gb/s
Inland Professional,16.98,128,0.133,SSD,2.5,SATA 6.0 Gb/s
HP FX900 Pro,114.99,2000,0.057,SSD,M.2-2280,M.2 PCIe 4.0 X4
Western Digital VelociRaptor,33.99,300,0.113,10000,3.5,SATA 3.0 Gb/s
PNY XLR8 CS3030,49.99,250,0.2,SSD,M.2-2280,M.2 PCIe 3.0 X4
ADATA Legend 750,91.69,1000,0.092,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate SkyHawk Surveillance,103.51,3000,0.035,5000,3.5,SATA 6.0 Gb/s
Toshiba MQ01ABD032,,320,,5400,2.5,SATA 3.0 Gb/s
Seagate ST1000DM004,,1000,,7200,3.5,SATA 6.0 Gb/s
Intel 760p,,512,,SSD,M.2-2280,M.2 PCIe 3.0 X4
HP EX920,72.98,512,0.143,SSD,M.2-2280,M.2 PCIe 3.0 X4
SanDisk EXTREME PRO,75.98,500,0.152,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital SN520,,256,,SSD,M.2-2280,M.2 PCIe 3.0 X2
XPG SX6000 Lite,,1000,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf NAS,,4000,,5900,3.5,SATA 6.0 Gb/s
Addlink S70,,256,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Toshiba N300,,18000,,7200,3.5,SATA 6.0 Gb/s
Fantom Drives VENOM8,124.45,2000,0.062,SSD,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Ultrastar DC HC520,309.68,12000,0.026,7200,3.5,SATA 6.0 Gb/s
Toshiba X300 Pro,119.99,4000,0.03,7200,3.5,SATA 6.0 Gb/s
Lexar NS100,,1000,,SSD,2.5,SATA 6.0 Gb/s
Addlink S90 Lite,54.44,1000,0.054,SSD,M.2-2280,M.2 PCIe 4.0 X4
Western Digital RE4,62.98,1000,0.063,7200,3.5,SATA 3.0 Gb/s
Western Digital Blue,79.95,500,0.16,SSD,2.5,SATA 6.0 Gb/s
Neo Forza eSports,47.86,512,0.093,SSD,M.2-2280,M.2 PCIe 3.0 X4
Netac NV7000,89.99,1000,0.09,SSD,M.2-2280,M.2 PCIe 4.0 X4
Hitachi Ultrastar 7K4000,498,2000,0.249,7200,3.5,SATA 6.0 Gb/s
Seagate BarraCuda,,2000,,7200,3.5,SATA 6.0 Gb/s
SanDisk X300S,,512,,SSD,2.5,SATA 6.0 Gb/s
AMD RADEON-R7SSD-120G,,120,,SSD,2.5,SATA 6.0 Gb/s
Crucial MX200,,500,,SSD,2.5,SATA 6.0 Gb/s
Seagate BarraCuda,35,500,0.07,5400,2.5,SATA 6.0 Gb/s
ADATA XPG SX6000,,256,,SSD,M.2-2280,M.2 PCIe 3.0 X2
Crucial MX500,,250,,SSD,M.2-2280,M.2 SATA
TEAMGROUP GX1,28.6,480,0.06,SSD,2.5,SATA 6.0 Gb/s
KIOXIA EXCERIA PLUS G2,,500,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Patriot Viper VP4300 Lite,224.99,4000,0.056,SSD,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Black SN750 Rev2,67.95,500,0.136,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Gold,109.99,2000,0.055,7200,3.5,SATA 6.0 Gb/s
Seagate SkyHawk,91.99,4000,0.023,5900,3.5,SATA 6.0 Gb/s
TEAMGROUP MP44L,28.99,250,0.116,SSD,M.2-2280,M.2 PCIe 4.0 X4
Hitachi A7K2000,26.99,1000,0.027,7200,3.5,SATA 3.0 Gb/s
Neo Forza eSports,59.99,1000,0.06,SSD,M.2-2280,M.2 PCIe 3.0 X4
Netac NV3000,,2000,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue,69.99,3000,0.023,5400,3.5,SATA 3.0 Gb/s
Verbatim Vi3000,32.08,512,0.063,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital VelociRaptor,399,450,0.887,10000,2.5,SATA 6.0 Gb/s
Seagate BarraCuda,,3000,,7200,3.5,SATA 6.0 Gb/s
Seagate Barracuda 7200.10,,80,,7200,3.5,SATA 3.0 Gb/s
Western Digital Black,,3000,,7200,3.5,SATA 6.0 Gb/s
Samsung 850 Pro,,128,,SSD,2.5,SATA 6.0 Gb/s
Transcend MTS600,,128,,SSD,M.2-2260,M.2 SATA
Mushkin Reactor,,1000,,SSD,2.5,SATA 6.0 Gb/s
Micron 1100,,256,,SSD,2.5,SATA 6.0 Gb/s
Inland Professional,36.99,480,0.077,SSD,2.5,SATA 6.0 Gb/s
Inland Performance,184.55,2000,0.092,SSD,M.2-2280,M.2 PCIe 4.0 X4
Neo Forza NFS01,,480,,SSD,2.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen4 7000s Premium,,1000,,SSD,M.2-2280,M.2 PCIe 4.0 X4
Micron 2400,132.99,2000,0.066,SSD,M.2-2230,M.2 PCIe 4.0 X4
Sabrent Rocket 4.0,89.99,1000,0.09,SSD,M.2-2230,M.2 PCIe 4.0 X4
Intel D3-S4510,219.99,3840,0.057,SSD,2.5,SATA 6.0 Gb/s
TEAMGROUP CX1,,960,,SSD,2.5,SATA 6.0 Gb/s
ADATA Premium For PS5,64.98,1000,0.065,SSD,M.2-2280,M.2 PCIe 4.0 X4
Seagate BarraCuda,239.58,3000,0.08,5400,2.5,SATA 6.0 Gb/s
Western Digital Red Plus,107.98,4000,0.027,5400,3.5,SATA 6.0 Gb/s
Toshiba N300,279.99,16000,0.017,7200,3.5,SATA 6.0 Gb/s
Western Digital Blue,104.99,1000,0.105,SSD,2.5,SATA 6.0 Gb/s
TEAMGROUP GX1,22.17,240,0.092,SSD,2.5,SATA 6.0 Gb/s
Seagate FireCuda 120,,2000,,SSD,2.5,SATA 6.0 Gb/s
PNY XLR8 CS3040,160.94,2000,0.08,SSD,M.2-2280,M.2 PCIe 4.0 X4
Gigabyte AORUS,198.91,500,0.398,SSD,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power UD90,,500,,SSD,M.2-2280,M.2 PCIe 4.0 X4
Intel 730,587.09,480,1.223,SSD,2.5,SATA 6.0 Gb/s
Seagate Barracuda ES,49.99,750,0.067,7200,3.5,SATA 6.0 Gb/s
Western Digital Caviar Green,78.56,1000,0.079,5400,3.5,SATA 3.0 Gb/s
Western Digital Blue,,1000,,SSD,M.2-2280,M.2 SATA
HP EX950,115.99,1000,0.116,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Blue SN500,88.98,250,0.356,SSD,M.2-2280,M.2 PCIe 3.0 X2
Transcend 110S,37.5,512,0.073,SSD,M.2-2280,M.2 PCIe 3.0 X4
Transcend 220S,60.45,1000,0.06,SSD,M.2-2280,M.2 PCIe 3.0 X4
Inland Platinum,22.99,256,0.09,SSD,2.5,SATA 6.0 Gb/s
Seagate IronWolf Pro,279.99,10000,0.028,7200,3.5,SATA 6.0 Gb/s
Samsung Spinpoint F3,,500,,7200,3.5,SATA 3.0 Gb/s
OCZ Colossus LT,,1000,,SSD,3.5,SATA 3.0 Gb/s
Western Digital RE4,,2000,,7200,3.5,SATA 3.0 Gb/s
Crucial M4,,128,,SSD,2.5,SATA 6.0 Gb/s
Samsung 830,,128,,SSD,2.5,SATA 6.0 Gb/s
Western Digital Caviar Green,,500,,5400,3.5,SATA 6.0 Gb/s
Seagate STCL4000400 Retail Kit,,4000,,,3.5,SATA 6.0 Gb/s
Intel 530,119,120,0.992,SSD,2.5,SATA 6.0 Gb/s
Intel 600p,,128,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Toshiba OCZ TR200,110,480,0.229,SSD,2.5,SATA 6.0 Gb/s
Patriot Burst,39.34,120,0.328,SSD,2.5,SATA 6.0 Gb/s
ADATA SU800,,2000,,SSD,2.5,SATA 6.0 Gb/s
Silicon Power A80,,256,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Inland Professional,,1000,,SSD,M.2-2280,M.2 PCIe 3.0 X2
ADATA Ultimate SU750,,512,,SSD,2.5,SATA 6.0 Gb/s
Inland 2TB NVME PREMIUM,,2000,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Verbatim Vi550,68.5,1000,0.068,SSD,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB,,1000,,SSD,2.5,SATA 6.0 Gb/s
KIOXIA BG5,,512,,SSD,M.2-2280,M.2 PCIe 4.0 X4
Kingston DC1500M,474.99,7680,0.062,SSD,2.5,U.2
Addlink S68,,1000,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Addlink S20,44.44,1000,0.044,SSD,2.5,SATA 6.0 Gb/s
Intel 320,73,40,1.825,SSD,2.5,SATA 3.0 Gb/s
Samsung PM893,174.75,1920,0.091,SSD,2.5,SATA 6.0 Gb/s
Inland Gaming Performance Plus,309.99,4000,0.077,SSD,M.2-2280,M.2 PCIe 4.0 X4
Seagate Exos 7E10 512e/4Kn,244.94,10000,0.024,7200,3.5,SATA 6.0 Gb/s
Intel Optane 905P,,380,,SSD,M.2-22110,M.2 PCIe 3.0 X4
Corsair MP600 PRO XT,179.99,2000,0.09,SSD,M.2-2280,M.2 PCIe 4.0 X4
Corsair MP400,229.99,1000,0.23,SSD,M.2-2280,M.2 PCIe 3.0 X4
Acer Predator GM3500,,1000,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate BarraCuda,34.97,500,0.07,7200,3.5,SATA 3.0 Gb/s
Intel 600p,189,1000,0.189,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate Enterprise,194.45,8000,0.024,7200,3.5,SATA 6.0 Gb/s
PNY CS2130,99.99,1000,0.1,SSD,M.2-2280,M.2 PCIe 3.0 X4
Acer Predator GM7,,2000,,SSD,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Blue,99.99,500,0.2,SSD,M.2-2280,M.2 SATA
TEAMGROUP GX1,28,120,0.233,SSD,2.5,SATA 6.0 Gb/s
Sabrent Rocket 4.0,79.99,1000,0.08,SSD,M.2-2280,M.2 PCIe 4.0 X4
Acer Predator GM3500,,512,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Crucial M4,99.99,256,0.391,SSD,2.5,SATA 6.0 Gb/s
Samsung PM853T Data Center,,480,,SSD,2.5,SATA 6.0 Gb/s
Transcend TS64GSSD370S,49.1,64,0.767,SSD,2.5,SATA 6.0 Gb/s
Toshiba P300,99,2000,0.05,7200,3.5,SATA 6.0 Gb/s
Kingston SSDNow KC400,85.69,128,0.669,SSD,2.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S5,,1000,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Intel DC P4511,,2000,,SSD,M.2-22110,M.2 PCIe 3.0 X4
Samsung PM871b,,256,,SSD,2.5,SATA 6.0 Gb/s
Western Digital WD Blue,,250,,SSD,2.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S70,,1000,,SSD,M.2-2280,M.2 PCIe 4.0 X4
Kingston KC600,54.99,512,0.107,SSD,2.5,SATA 6.0 Gb/s
Western Digital Purple,410,18000,0.023,7200,3.5,SATA 6.0 Gb/s
Addlink S95,110.44,2000,0.055,SSD,M.2-2280,M.2 PCIe 4.0 X4
MSI SPATIUM S270,,240,,SSD,2.5,SATA 6.0 Gb/s
Western Digital Purple Pro,237.99,10000,0.024,7200,3.5,SATA 6.0 Gb/s
Western Digital Purple Pro,299,14000,0.021,7200,3.5,SATA 6.0 Gb/s
Silicon Power UD85,,250,,SSD,M.2-2280,M.2 PCIe 4.0 X4
Transcend 250S,129.99,2000,0.065,SSD,M.2-2280,M.2 PCIe 4.0 X4
Seagate Exos X18,240.24,10000,0.024,7200,3.5,SATA 6.0 Gb/s
Mushkin ELEMENT,49.99,1000,0.05,SSD,2.5,SATA 6.0 Gb/s
Hitachi A7K1000-1000,39.88,1000,0.04,7200,3.5,SATA 3.0 Gb/s
Western Digital RE,102.95,3000,0.034,7200,3.5,SATA 6.0 Gb/s
Inland TN320,21.99,256,0.086,SSD,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG SX8100,353.18,4000,0.088,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate ST2000NX0253,161.44,2000,0.081,7200,2.5,SATA 6.0 Gb/s
Samsung PM961,94.97,512,0.185,SSD,M.2-2280,M.2 PCIe 3.0 X4
Verbatim Vi550,21.78,256,0.085,SSD,2.5,SATA 6.0 Gb/s
Crucial P5,,250,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate FireCuda 120,,4000,,SSD,2.5,SATA 6.0 Gb/s
ADATA Legend 740,,500,,SSD,M.2-2280,M.2 PCIe 3.0 X4
