name,Price,tracking_method,connection_type,max_dpi,hand_orientation,color
Cooler Master Xornet II,,Optical,Wired,3320,Right,Black
A4Tech ML160,,Laser,Wired,8200,Right,Black
Adesso iMouse E2,,Optical,Wired,3200,Right,Black
Adesso iMouse E20,,Laser,Wireless,3200,Right,Black
Adesso iMouse E40,,Optical,Wireless,1000,Right,Black
Gear Head MP1975BLK,,Optical,Wireless,,Right,Black
Gear Head MP1975BLU,,Optical,Wireless,,Both,Blue
Gear Head MP1975RED,,Optical,Wireless,,Both,Red
Gear Head MP2100NBL,,Optical,Wireless,,Both,Blue
Gear Head MP2100NGR,,Optical,Wireless,,Both,Green
Gear Head MP2100NOR,,Optical,Wireless,,Both,Orange
Gear Head MP2100NPK,,Optical,Wireless,,Both,Pink
Gear Head MP2100NPR,,Optical,Wireless,,Both,Purple
HP X1500,,Optical,Wired,,Right,Black
Microsoft Wireless Mobile Mouse 4000,,Laser,Wireless,1000,Both,Black
Razer DeathAdder Chroma(Call of Duty: Black Ops III Edition),,Optical,Wired,10000,Right,Black / Silver
ROCCAT Kiro,,Optical,Wired,4000,Both,Black
Microsoft Arc Touch,,Laser,Bluetooth Wireless,,Both,Gray
SteelSeries Rival 100,,Optical,Wired,4000,Right,Green
Monoprice MP-AM,,Optical,Wired,2300,Both,Black / Red
Satechi Edge,,Optical,Wireless,4000,Right,Black
Cooler Master Sentinel III,,Optical,Wired,6400,Right,Black
HP Star Wars Special Edition,,Laser,Wireless,,Both,Black / Red
Kensington Pro Fit Mid-Size Mouse,,Optical,Wireless,1750,Right,Black
Logitech 910-001648,,Optical,Wired,,Both,Black
Logitech M525,,Optical,Wireless,,Both,Black / Red
Logitech 910-002897,,Laser,Wireless,,Right,Black
Logitech M325 Brilliant Rose,,Laser,Wireless,,Both,Black / Pink
Mad Catz R.A.T.1,,Optical,Wired,3500,Both,Green
Microsoft L2 Sculpt Touch,,Laser,Bluetooth Wireless,,Both,Black / Silver
Microsoft Comfort Mouse 4500,,Laser,Wired,,Right,Black
Microsoft Wireless Mobile Mouse 4000,,Laser,Wireless,,Right,Black / Silver
Microsoft Wireless Mobile Mouse 3500,,Laser,Wireless,,Both,Black / Pink
Microsoft Arc Touch,,Laser,Wireless,,Both,Black / Silver
Microsoft U81-00010,,Optical,Wired,,Both,Black
Targus AMW50CA,,Optical,Wireless,,Both,Black / Silver
Monoprice 109287,,Laser,Wired,,Both,Black
Jeecoo James Donkey 007,,Laser,Wired,8200,Both,Gunmetal
Sentey GS-3521,,Laser,Wired,3400,Right,Black / Red
ROCCAT Nyth,,Laser,Wired,12000,Right,White
FinalMouse Tournament Pro 2016,,Optical,Wired,,Right,Black
Dell WM126,,Optical,Wireless,1000,Both,Blue
Dell WM326,,Laser,Wireless,1600,Both,Black
Genius NX 7010,,Optical,Wireless,,Both,Gray
Genius Ammox X1 400,,Optical,Wired,3200,Both,Black / Red
Gigabyte XM300,,Optical,Wired,6400,Right,Black
SHARKK MS-SK2511,,Optical,Wireless,1600,Right,Black
SHARKK MS-SK2541,,Laser,Wired,16400,Right,Black
SHARKK SK137G,,Optical,Wireless,1600,Right,Black
SIIG JK-US0A12-S1,,Optical,Wired,1000,Both,Black
SIIG JK-US0B12-S1,,Optical,Wired,1000,Both,Black / Blue
SIIG JK-US0C12-S1,,Optical,Wired,1000,Both,Black / Red
SIIG JK-US0D12-S1,,Optical,Wired,1000,Both,White / Silver
SIIG JK-US0H12-S1,,Optical,Wired,1000,Both,Black
Thermaltake THERON Plus,,Laser,Wired,8200,Right,Black
Toshiba PA3570U-1ETA,,Laser,Wired,1600,Both,Black / Silver
Zalman ZM-M130CB,,Optical,Wired,2400,Right,Black / Blue
Zalman ZM-M130CWH,,Optical,Wired,2400,Right,White
Zalman ZM-M501R,,Optical,Wired,4000,Right,Black
Zalman ZM-M520WBK,,Optical,Wireless,16000,Right,Black
Zalman ZM-M520WR,,Optical,Wireless,16000,Both,Red
Cobra CORBA JUNOR,,Optical,Wired,1600,Right,Black / Blue
Cobra CORBA JUNOR,,Optical,Wired,1600,Right,Black / Red
Cobra Auroza type G,,Optical,Wired,3000,Right,Black
Lenovo ThinkPad X1,,Laser,Bluetooth Wireless,1000,Both,Black / Red
Das Keyboard Division Zero M50,,Laser,Wired,6400,Both,Black / Red
UtechSmart Uranus,,Laser,Wired,16400,Right,Black
Zowie ZA12,,Optical,Wired,3200,Both,Black
SHARKOON SHARK Force,,Optical,Wired,1600,Right,Green
SHARKOON SHARK Force,,Optical,Wired,1600,Right,Pink
Sentey Lumenata Pro SP,,Laser,Wired,8200,Right,Black
Asus ROG Sica,,Optical,Wired,5000,Both,White
Asus Cerberus Arctic,,Optical,Wired,2500,Both,White / Black
Ducky Secret RGB,,Optical,Wired,5000,Right,Black
Thermaltake VENTUS Z,,Laser,Wired,11000,Right,Black
Mars Gaming MM1,,Optical,Wired,3200,Right,Black / Red
Cougar Revenger,,Optical,Wired,12000,Right,Black
Hcman 325US,,Laser,Wired,3000,Right,Black / Yellow
Hcman Donkey112,,Laser,Wired,2000,Right,Black / Yellow
NOX Krom Khanda,,Optical,Wired,4000,Right,Black / Orange
NOX Krom Korps,,Laser,Wired,8200,Right,Black / Orange
Speedlink DECUS,,Optical,Wired,5000,Right,Black / Red
RIOTORO URUZ Z5 Lightning RGB,,Optical,Wired,4000,Right,Black
Cougar 450M (Black/Orange),,Optical,Wired,5000,Both,Black / Orange
HP X3500,50,Optical,Wireless,,Both,Black / Gray
Logitech MX MASTER 2S (Blue),,Laser,Wireless,4000,Right,Blue
GAMDIAS ZEUS P1 RGB,,Optical,Wired,12000,Right,Black
Gigabyte AIRE M73,,Optical,Wireless,1000,Right,Black
Cougar 450M (Black/Green),,Optical,Wired,5000,Both,Black / Green
Cougar Minos X1,,Optical,Wired,2000,Right,Black
Cougar Minos X3,,Optical,Wired,3200,Right,Black
Anker AK-A7809012,,Optical,Wireless,1600,Right,Black
GranVela 325,,Optical,Wired,3000,Right,Black / Yellow
ACGAM G402,,Optical,Wired,10000,Right,Black
Redragon INQUISITOR M716,,Optical,Wired,10000,Right,
HP Pulsefire FPS,,Optical,Wired,3200,Right,Black / Red
Tracer GAMEZONE SNIPER AVAGO,,Laser,Wired,6000,Right,Black
HIRALIY HR-F300,,Optical,Wired,5000,Right,Black
Rosewill ION D21,,Optical,Wired,4000,Right,White
Cooler Master MM830,,Optical,Wired,24000,Right,Black
Adesso iMouse S8L,12.05,Optical,Wired,1600,Both,Blue / Black
Cougar 700M EVO RGB,,Optical,Wired,16000,Right,Black
Mionix AVIOR-7000,19.98,Optical,Wired,7000,Both,Black
Mionix Castor French Fries,,Optical,Wired,5000,Right,Yellow
Mionix Avior French Fries,,Optical,Wired,5000,Both,Yellow
Cougar 700M EVO,,Optical,Wired,16000,Right,Black
Mad Catz The Authentic R.A.T PRO S3,61.43,Optical,Wired,7200,Right,Black
Mionix Avior Shark Fin,,Optical,Wired,5000,Both,Gray
Zowie EC1-B CS:GO,,Optical,Wired,3200,Right,Black / Gold
MSI CLUTCH GM10,,Optical,Wired,2400,Right,Black / Red
ROCCAT Lua,,Optical,Wired,2000,Both,Black / Blue
Logitech M325c Blu Trance,,Optical,Wireless,1000,Both,Blue / Black
Logitech M325c Lady Lily,,Optical,Wireless,1000,Both,White / Multicolor
Logitech M325c Floral Spiral,,Optical,Wireless,1000,Both,White / Pink
Logitech M325c Taboo,,Optical,Wireless,1000,Both,Black / Red
Logitech M325c Natural Jewelry,,Optical,Wireless,1000,Both,Purple / Multicolor
Logitech M325c Skate Burger,34.99,Optical,Wireless,1000,Both,Blue / White
Logitech M325c Bae-Bee-Blue,18.98,Optical,Wireless,1000,Both,Blue / White
Logitech M325c Dark Fleur,,Optical,Wireless,1000,Both,White / Black
Logitech M317C Blue Trance,29.99,Optical,Wireless,1000,Both,Blue / Black
Logitech M317c Lady on the Lily,38.97,Optical,Wireless,1000,Both,White / Multicolor
Logitech M317c Dark Fleur,,Optical,Wireless,1000,Both,White / Black
Logitech M325c Forest Floral,29.99,Optical,Wireless,1000,Both,Blue / Black
Logitech M325c Blue Camo,39.99,Optical,Wireless,1000,Both,Blue / Black
Logitech M325c Summer Bouquet,35.99,Optical,Wireless,1000,Both,White / Pink
Logitech M325c Urban Sunset,49.95,Optical,Wireless,1000,Both,Orange / Red
Acer AMR513,,Optical,Wireless,1000,Both,Red / Black
Adesso iMouse E55,,Optical,Wireless,1000,Right,Black
Adesso iMouse S200B,23.79,Optical,Wireless,2000,Right,Black
Adesso iMouse S70L,,Optical,Wireless,1000,Both,Blue
Adesso iMouse V10,26.99,Optical,Wireless,1600,Right,Black / Yellow
Adesso iMouse S100B,,Optical,Wireless,1200,Both,Black
Adesso iMouse S70P,,Optical,Wireless,1000,Both,Pink / Black
Acco Kensington K72392US,,Optical,Wireless,1000,Both,Black
Acco Kensington K72337US,,Optical,Wired,,Both,Black / Blue
Acco KENSINGTON K64327F,42.96,Optical,Wired,,Both,Silver / Black
ADATA XPG INFAREX M10,,Optical,Wired,3200,Right,Black
Microsoft Sculpt Ergonomic,,Laser,Wireless,1000,Right,Black / Blue
Fellowes Penguin Medium,,Laser,Wireless,1200,Both,Black / Silver
Microsoft Surface Precision,,Optical,Bluetooth Wireless,,Right,Gray
Microsoft KTF-00001,38.99,Optical,Bluetooth Wireless,,Both,Black
Microsoft L2 Basic,,Optical,Wired,800,Both,White / Gray
Fellowes Penguin Large,,Laser,Wireless,1200,Both,Black / Silver
Microsoft Precision,,Optical,Bluetooth Wireless,,Right,Black / Silver
Microsoft Surface Mobile,,Laser,Bluetooth Wireless,,Both,Black / Silver
Microsoft Sculpt Mobile,,Laser,Wireless,,Both,Black / Blue
Lenovo 0A34282,,Laser,Wireless,1600,Both,Black / Red
Kodak IMOUSE Q10,,Optical,Wireless,1600,Right,Black
Logitech M325c Urban Lagoon,62,Optical,Wireless,1000,Both,Blue / Black
Trust GXT 155,,Optical,Wired,4000,Right,Black / Blue
Trust GXT 138 X-Ray,43.92,Optical,Wired,4000,Right,Black
SIIG JK-WR0912-S2,,Optical,Wireless,,Right,Red / Black
Rosewill RWM-002,,Optical,Wireless,1200,Both,White / Black
Rosewill RWM-003,,Optical,Wireless,1200,Both,Gray / Black
Rosewill RWM-004,,Optical,Wireless,1200,Both,Blue / Black
SIIG JK-WR0B12-S2,,Optical,Wireless,1000,Right,Blue / Black
Rosewill ION D12,,Optical,Wired,4000,Right,Black
SIIG JK-WR0M12-S1,,Optical,Wireless,1200,Both,Black
Rosewill NEON M61,,Optical,Wireless,10000,Right,Black / Blue
Rosewill NEON M54,,Optical,Wired,7200,Right,Black
Trust GXT 148 Orna,,Optical,Wired,3200,Both,Black / Red
Verbatim 98113 Go Mini Travel Commuter,10.3,Optical,Wired,,Both,Purple
Verbatim 98113 Go Mini Travel,16,Optical,Wired,,Both,Silver / Black
Targus W571,,Optical,Wireless,,Right,Black
Targus W573,,Laser,Wireless,,Both,Black
Targus W574,,Laser,Wireless,,Right,Black
V7 MU200-1N,,Optical,Wired,1600,Both,Black
Toshiba U55,,Optical,Wired,1600,Both,Black
Verbatim 98619 Go Mini Travel Commuter,10.3,Optical,Wired,,Both,Red
GAMDIAS Zeus E2,,Optical,Wired,3200,Right,Black
Adesso iMouse E3,58.31,Optical,Wired,6400,Right,Black
Kensington K72392USA,27.97,Optical,Wireless,1000,Both,Black
Kensington K72421AMA,33.63,Optical,Wireless,1600,Right,Blue / Black
SIIG JK-WR0N12-S1,,Optical,Wireless,1200,Both,Gray / Black
V7 MW500-1N,,Optical,Wireless,1600,Right,Black
Kensington K72339USA,19.98,Optical,Wired,,Both,Black
Key Ovation Newtral 3,,Optical,Wired,3000,Right,Black
SMK-Link VP3830-TAA,,Optical,Wired,2400,Right,Black
Inland 7338,,Optical,Wired,,Both,Transparent / Gray
SMK-Link VP3831,,Optical,Wired,2400,Right,Black
Mad Catz The Authentic R.A.T. 8+,,Optical,Wired,1000,Right,Silver / Black
Evoluent VMDM,99.95,Optical,Wired,,Right,Black / Silver
Verbatim 99746,,Optical,Wireless,,Right,Purple / White
G-Wolves HT-M 3360 Ash,,Optical,Wired,12000,Right,Silver
G-Wolves HT-M 3360 Gray,,Optical,Wired,12000,Right,Gray
G-Wolves HT-M 3360 White/Blue,,Optical,Wired,12000,Right,White / Blue
Aula Ghost Shark,,Optical,Wired,2000,Right,Black / Silver
Verbatim 99747,,Laser,Wireless,,Both,Blue / Black
Evoluent VMDSW Vertical Mouse D Small,114.95,Laser,Wireless,1600,Right,Black
Kensington Pro Fit,18.48,Optical,Wired,3200,Right,Black
Kensington Pro Fit,42.99,Optical,Bluetooth Wireless,1600,Right,Gray / White
Verbatim 70245,23.17,Optical,Wireless,1600,Right,Silver / Black
Acer Urban Factory Anti-stress Mouse,,Optical,Wired,800,Both,Black / Silver
Acer Urban Factory Crazy Mouse,,Optical,Wired,800,Both,Blue / White
HP 1JR32AA#ABA,,Optical,Wired,1600,Both,Black
SMK-Link Gyration Air Mouse Elite,,Laser,Wireless,,Both,Black / Silver
SMK-Link AIR Mouse GO Plus,,Laser,Wireless,,Both,Black / Silver
Evoluent VMDL,99.95,Laser,Wired,,Right,Black / Silver
Evoluent VMDLW,114.95,Laser,Wireless,,Right,Black / Silver
ABKONCORE A900,,Optical,Wired,16000,Right,Black / Silver
Endgame Gear XM1,,Optical,Wired,16000,Right,Black
Biostar Racing AM3,,Optical,Wired,5000,Right,Black / Blue
Cooler Master MM711 Blue Steel,,Optical,Wired,16000,Right,Blue
Xtreme Gaming DS-2535,,Laser,Wired,16400,Right,Black
Venatos Swapper Pro,,Optical,Wired,16000,Right,Black
SteelSeries Rival 300 CS:GO Fade Edition,,Optical,Wired,6500,Right,Purple / Yellow
Tempest X5S Strider RGB,,Optical,Wired,4800,Right,Black
Logitech G305 LIGHTSPEED,,Optical,Wireless,12000,Right,White / Black
ROCCAT Burst Core,,Optical,Wired,8500,Right,White
GAMDIAS ZEUS E1A,,Optical,Wired,4200,Right,Black
GAMDIAS ZEUS M1,,Optical,Wired,7000,Right,Black
GAMDIAS ZEUS M2,,Optical,Wired,10800,Right,Black
GAMDIAS ZEUS M4,,Optical,Wired,12800,Right,Black
GAMDIAS ZEUS P2,,Optical,Wired,16000,Right,Black
NZXT Lift,,Optical,Wired,16000,Right,Blue / Black
NZXT Lift,,Optical,Wired,16000,Right,Purple / Black
NZXT Lift,,Optical,Wired,16000,Right,Red / Black
NZXT Lift,,Optical,Wired,16000,Right,Yellow / Black
Mad Catz R.A.T. 2+,,Optical,Wired,5000,Both,Black
Mad Catz R.A.T. 2+,,Optical,Wired,5000,Both,White
Monoprice Dark Matter Super-K,,Optical,Wired,18000,Right,Black
Monoprice Dark Matter Aether,,Optical,Wired,16000,Right,Black
3M Ergonomic EM500GPL,,Optical,Wired,,Right,
Logitech Graphite Signature M550,,Optical,Bluetooth Wireless,4000,Both,Gray
Logitech Off-white Signature M550,,Optical,Bluetooth Wireless,4000,Both,White
Pulsar Xlite V2,,Optical,Wireless,20000,Right,Red
KLIM Aim,,Optical,Wired,7000,Right,Silver
SteelSeries PRIME: BLACK ICE EDITION,,Optical,Wired,18000,Right,Translucent Gray / Green
ninjutso Katana Superlight,,Optical,"Wired, Wireless",19000,Right,Black / White
ninjutso Katana,,Optical,Wired,16000,Right,Black
A4Tech A4-MS0034,,Optical,Wired,3200,Right,Black
Lamzu Atlantis OG,,Optical,"Wired, Wireless",26000,Right,Blue / Pink
ADATA XPG SLINGSHOT,,Optical,Wired,12000,Right,White
ADATA XPG SLINGSHOT,,Optical,Wired,12000,Right,Pink
ADATA XPG SLINGSHOT Mera,,Optical,Wired,12000,Right,Orange / Black
UtechSmart VenusPro,,Optical,"Wired, Wireless, Bluetooth Wireless",16000,Right,Black
Macally DYNAMOUSE,23.98,Optical,Wired,1600,Both,Black
Logitech M650,,Optical,"Wireless, Bluetooth Wireless",4000,Right,Pink
Logitech M650 L,,Optical,"Wireless, Bluetooth Wireless",4000,Right,Pink
