name,price,size,color,rpm,airflow,noise_level,pwm
Xigmatek XAF,,120,Black,"[1000,1800]",90.3,26,FALSE
Xigmatek Crystal,,80,Clear,,32.6,25,FALSE
Evercool EC4020SH12BP,13.98,40,Black,"[3000,9000]",,32,FALSE
Delta Electronics FFB1212EH-F00,,120,Black,,150.33,56.4,FALSE
Rosewill RFA-120-BL,,120,Blue,,74.48,29.28,FALSE
BitFenix Spectre Pro,,230,Black,,156.27,25.6,FALSE
Fractal Design Silent R2,,80,Black / White,,19.5,14.3,FALSE
Apevia CF12SL-SRD,9.99,120,Red,,50.28,21.1,FALSE
Corsair SP120 Quiet,,120,Black,,37.85,23,TRUE
Cooler Master JetFlo,,120,Black,"[1200,2000]",95,36,TRUE
Evercool F-EC12038HH12BP,22.95,120,Black,"[800,2200]",,,TRUE
Raidmax RX-120SR-GY,,120,Black / Gray,,38,22,FALSE
Thermaltake Luna,,120,Black / Red,,50.44,20.7,FALSE
Corsair SP140,,140,Black / White,,49.49,29.3,FALSE
Corsair SP120 2-Pack,,120,Black / Blue,,57.24,26.4,FALSE
Corsair SP140 2-Pack,,140,Black / Red,,49.49,29.3,FALSE
Zalman F3,,120,Black,,,,FALSE
Phanteks F120MP,,120,Black / White,"[500,1800]",53.3,25,TRUE
CRYORIG QF Silent,,120,Black / White,"[200,1000]",44,,TRUE
Deepcool TF 120,,120,Black / Blue,"[500,1800]",,,TRUE
NZXT Aer RGB,,140,Black,"[500,1500]",,,TRUE
Cooler Master MasterFan Pro Air Pressure,,120,Black,"[650,2750]",,,TRUE
Nanoxia Deep Silence,,120,Black / Green,"[900,1300]",,,FALSE
BitFenix Spectre Pro,,140,Black / White,,86.73,22.8,FALSE
Apevia C 3-Pack,,120,Black / Blue,,57.67,24.7,FALSE
EVGA 400-HY-FX13-KR,,140,Black,"[600,2200]",113.5,,TRUE
Fractal Design Dynamic X2,,140,White,,68.4,18.9,FALSE
In Win CROWN AC140 2-Pack,,140,Black / Clear,"[500,1500]",69.03,,TRUE
Alpenföhn Wing Boost 3 ARGB,,120,Black,"[700,2200]",77.9,36.8,TRUE
ARCTIC BioniX P120,,120,Green / Black,"[200,2100]",67.56,,TRUE
SilentiumPC Zephyr 140,,140,Black,,47,8.9,FALSE
Xigmatek Galaxy II Elite 3-Pack,,120,Black / White,"[600,1500]",,,FALSE
Scythe Kaze Flex,24.09,120,Black,,51.17,24.9,FALSE
In Win Sirius Pure ASP120-3PK 3-Pack,,120,White,"[500,1800]",50,,TRUE
ID-COOLING XF-12025-RGB-TRIO 3-Pack,,120,Black / White,"[700,1800]",74.5,,TRUE
ID-COOLING NO-8025-SD,,80,Black,,25.5,21,FALSE
Tempest TP-FAN120-B,,120,Black,,37.8,20.4,FALSE
Cooler Master MOBIUS 120P ARGB 30TH ANNIVERSARY EDITION,,120,Black / Blue,,75.2,30,TRUE
Gelid Solutions Silent 8,,80,Black,,21,18.9,FALSE
Aerocool Silent Master,19.98,200,Blue,,76,18,FALSE
Nexus D12SL-12PWM,7.99,120,Clear,,76,,TRUE
Rosewill RNBD-131409,,140,Black,,55.4,22,FALSE
Thermaltake Pure,9.99,120,Clear,,40.99,19.5,FALSE
Fractal Design Prisma SL,,120,Black / White,,50.63,19.5,FALSE
Cougar VORTEX FCB,17.98,120,Black,,36.72,24.3,FALSE
Evercool EC4028HH12BP,12.3,40,Black,"[3000,12000]",,46,FALSE
Apevia C 5-Pack,27.95,120,Black / Green,,57.67,24.7,FALSE
Fractal Design Dynamic X2,,120,White,,52.3,19.4,FALSE
Corsair AF140 (2018),19.99,140,Black / White,,62,26,FALSE
Thermaltake Pure A12,19.3,120,Black,"[500,1500]",,,TRUE
Aerocool Shark,9.99,120,Green,"[800,1500]",,,FALSE
Logisys CF120BL,9.99,120,Clear,"[1800,2000]",69.15,39.29,FALSE
Cougar Vortex,16.98,120,Black,,60.4,17.7,FALSE
Gelid Solutions Silent,,92,White,"[900,2000]",37.89,,TRUE
NZXT FZ,,200,White,,103,,FALSE
Apevia CF312SL-UGN 3-Pack,14.95,120,Green,,,29.67,FALSE
Enermax T.B. Silence,30.53,80,Black / White,,27.96,15,FALSE
Prolimatech Ultra Sleek Vortex,24.99,120,Black,"[400,1300]",55.7,,TRUE
Phanteks F140SP,22.99,140,Black / White,,82.1,19,FALSE
Thermaltake Luna,23.99,140,Black / Red,,60.55,21.8,FALSE
Silverstone FQ,20.49,140,White / Blue,"[500,1000]",,,TRUE
ARCTIC F12 PST 5-Pack,,120,White / Black,"[300,1350]",53,,TRUE
RIOTORO Prism 2-Pack,,120,Clear,,47,26.5,FALSE
RAIJINTEK IRIS 12 RBW ADD-3 3-Pack,110,120,White / Black,"[400,1800]",35.8,28,TRUE
Scythe Kaze Flex,16.72,120,Black,,43.03,14.5,FALSE
Alpenföhn JetStream 3-Pack,,120,Black,"[400,1600]",55.326,22.8,TRUE
BitFenix Spectre Pro,,200,White,,148.72,27.5,FALSE
BitFenix Spectre,,230,Black,,97.8,20,FALSE
Cooler Master Blade Master,13,92,Black,"[800,2800]",,,TRUE
Antec Two Cool,,120,Black,"[600,1200]",,,FALSE
Antec Two Cool,,120,Black,"[600,1200]",,,FALSE
Apevia CF4SL-URED,,80,Red,,25.64,22.05,FALSE
Cougar Dual-X,,140,Green,,73.18,18,FALSE
StarTech FAN9X25TX3L,11.76,92,Black,,31.84,25,FALSE
StarTech FAN9X25TX3H,8.41,92,Black,,48.43,33,FALSE
Noctua R8-1800,,80,Brown,"[800,1800]",,,FALSE
NoiseBlocker BlackSilentPro P-P,14.99,120,Black,,58.85,24,TRUE
NoiseBlocker ELoop B,,120,White,,77.92,28,TRUE
Cooler Master R4-S9S-19AK-GP,,92,Black,,32.53,20.8,FALSE
NZXT FZ,,200,Transparent,,103,20,FALSE
BitFenix Spectre,,230,Black,,97.8,20,FALSE
BitFenix Spectre Pro,,120,White,"[500,1800]",70.52,26.1,TRUE
BitFenix Spectre Pro,,140,Black,"[500,1800]",122.2,29.2,TRUE
be quiet! Silent Wings 2,,80,Black,,,15.5,TRUE
be quiet! Silent Wings 2,,80,Black,,26,14.5,FALSE
Apevia CF14S-BK,,140,Black,,59.6,29.4,FALSE
Enermax Cluster Adv,,120,White,"[1200,1800]",,,TRUE
Apevia CF312S-BK,,120,Black,,57.67,24.7,FALSE
BitFenix Spectre Pro,,230,Black / Red,,156.27,25.6,FALSE
NoiseBlocker BlackSilentPro PC-P,,80,Black,"[600,2500]",,,TRUE
SHARKOON Shark Blade,,120,Black / Green,,33,19,FALSE
Corsair SP120,,120,Black / Blue,,57.24,26.4,FALSE
Corsair SP120 2-Pack,,120,Black / White,,57.24,26.4,FALSE
Deepcool GF,,120,Black,"[500,1800]",79.81,,TRUE
Deepcool GF,,140,Black,"[700,1200]",71.8,,TRUE
Fractal Design Dynamic GP-12,,120,Black / White,,52.3,19.39,FALSE
Thermaltake Riing,13.16,140,Black / Green,"[1000,1400]",51.15,,FALSE
Scythe Slipstream,,120,Black,,45.47,37,FALSE
Scythe Slipstream,,120,Black,,68.54,24,FALSE
Cooler Master MasterFan Pro Air Flow,29.99,140,Black,"[650,1600]",,,TRUE
Antec TRICOOL,,120,Clear,,79,30,FALSE
BitFenix Spectre Pro,,120,Black / White,,56.22,18.9,FALSE
BitFenix Spectre Pro,,200,Black / White,,148.72,27.5,FALSE
Cooler Master MasterFan Pro Air Flow 3-Pack,,140,Black,"[500,800]",53,,TRUE
In Win CROWN AC120 2-Pack,,120,Black / Clear,"[500,1600]",53.08,,TRUE
Fractal Design Prisma AL 3-Pack,,120,White / Black,,50.63,19.5,FALSE
Cooler Master MasterFan MFR RGB,,120,Black,"[650,2000]",49,30,TRUE
Alpenföhn Wing Boost 3 ARGB,,120,White,"[700,2200]",77.9,36.8,TRUE
Apevia FrostBlade 6-Pack,,120,Black,,57.67,24.7,FALSE
SilentiumPC Mistral 140,,140,Black,,61,,FALSE
Thermaltake Pure A12,13.99,120,Black,"[500,1500]",,,TRUE
ID-COOLING CRYSTAL 120 WHITE,,120,White,"[500,1500]",68.2,,TRUE
ID-COOLING WF-14025-XT BLACK,,140,Black,"[800,1600]",76.8,,TRUE
Fractal Design Silent R3,,60,Black / White,,13.3,20.6,FALSE
Jonsbo ZG-R 3-Pack,,120,Black,"[500,1500]",,,TRUE
Antec Storm T3,,140,Black,"[600,1500]",,33.69,TRUE
Cooler Master MasterFan SF120P,19.98,120,Black,"[650,2000]",43,,TRUE
ARCTIC F8 PWM PST CO,,80,Black,"[300,2000]",31,,TRUE
Gelid Solutions Silent 12 PWM,9,120,Black,"[750,1600]",64.5,25.5,TRUE
StarTech FANBOX,7.99,80,Black,,37.27,27,FALSE
Evercool EC4015SH12BP,11.95,40,Black,"[3000,10000]",,32,FALSE
NoiseBlocker ELoop B,27.2,120,Black / White,"[400,1500]",58.1,21.2,TRUE
Cooler Master JetFlo,,120,Black,"[1200,2000]",95,36,TRUE
Silverstone Air Penetrator,63.99,180,White,"[500,2000]",,,FALSE
Gelid Solutions Silent,,120,White,,37,20.2,FALSE
Rosewill RFTL-131209B,,120,Clear,,59.8,36,FALSE
Silverstone FN,14.17,120,Black / White,,32.6,23.5,FALSE
Kingwin CFR-012LB,9.98,120,Clear,,40,19,FALSE
Thermaltake Riing 3-Pack,74.98,140,Black,"[1100,1400]",51.15,,TRUE
Silverstone AP,27.22,120,Black / White,"[500,1800]",,,TRUE
Fractal Design Prisma AL,,120,White / Black,,50.63,19.5,FALSE
Fractal Design Silent R3,,40,Black / White,,3.6,20,FALSE
In Win Mercury AM120S,25.26,120,Black / White,"[400,2000]",60.71,,TRUE
Aerocool Shark,19.98,120,White,"[800,1500]",,,FALSE
ARCTIC F8,,80,White / Black,,31,,FALSE
ARCTIC F9,,92,White / Black,,43,,FALSE
Vantec Stealth,6.38,92,Black,,28,20,FALSE
StarTech FANBOX,10.57,120,Black,,72.94,30,FALSE
Aerocool Shark,13.44,140,Green,"[800,1500]",,,FALSE
Thermaltake DuraMax,19.98,92,Black,,48.7,37.6,FALSE
Thermaltake Pure,9.99,120,Clear,,40.99,19.5,FALSE
Fractal Design Prisma SL,,140,Black / White,,63.33,19.4,FALSE
Iceberg Thermal IceGALE ARGB,26.99,140,Black / Teal,"[500,1600]",96,,TRUE
Gelid Solutions Stella Infinity,,120,Black,"[500,1600]",70,35,TRUE
Corsair SP120 Quiet,72.43,120,Black,,37.85,23,FALSE
BitFenix Spectre,,120,Black,,43.5,20,FALSE
BitFenix Spectre,,230,Black,,97.8,20,FALSE
BitFenix Spectre,,230,Black,,97.8,20,FALSE
Cooler Master Blade Master,,80,Black,"[800,3000]",,,TRUE
Cooler Master Blade Master,,120,Black,"[600,2000]",,,TRUE
Apevia CF20SL-URD,,200,Red,,125,20,FALSE
ARCTIC F9 CO,,92,Black,"[550,1800]",43,,FALSE
Enermax T.B. Silence,29.99,120,Clear,,53.02,14,FALSE
Masscool BLD-09025S1M,,92,Clear,,45.18,28.6,FALSE
SilenX Effizio,16.94,80,Red,,32,15,FALSE
Vantec Thermoflow,6.95,92,Black,"[1850,3100]",,,FALSE
Vantec Thermoflow,7,80,Black,"[1950,3400]",,,FALSE
Xigmatek Crystal,,120,Clear,,61.37,20,FALSE
Apevia CF12SL-URED,,120,Red,,57.67,24.7,FALSE
Cougar Dual-X,,140,Blue,,73.18,18,FALSE
Thermaltake Blue-Eye,,120,Clear,"[1300,2500]",97.5,,FALSE
Masscool FD12025S1L3/4,,120,Black,,52.05,25,FALSE
Evercool FAN-EC4020M12CA,,40,Black,,5.62,21,FALSE
Aerocool Shark,,120,Black,"[800,1500]",,,FALSE
Delta Electronics FFB0912SH-F00,,92,Black,,90.02,50,FALSE
NZXT Air Flow,,140,Clear,,83.6,24.5,FALSE
BitFenix Spectre,,230,Black,,97.8,20,FALSE
Rosewill RFA-120-RL,,120,Red,,74.48,29.28,FALSE
NZXT FZ,,200,Transparent,,103,20,FALSE
NZXT FZ,,120,Clear,,59.1,26.8,FALSE
NZXT FZ,,120,Clear,,59.1,26.8,FALSE
Cougar Vortex,,140,Orange,"[600,1200]",70.5,19.2,TRUE
Fractal Design Silent R2,,92,Black / White,,24.6,12.5,FALSE
Antec True Quiet,,120,Blue,"[600,1000]",,,FALSE
Antec Two Cool,,140,Black,"[800,1200]",33.6,,FALSE
BitFenix Spectre Pro,,120,White,,56.22,18.89,FALSE
Thermaltake Blue-Eye,17.6,92,Transparent,"[1300,2500]",47,,FALSE
be quiet! Shadow Wings,,80,Black,,,8.4,FALSE
Enermax T.B. Vegas Quad,,120,Black,"[1200,1800]",,,TRUE
Corsair AF120,,120,Black,,52.19,25.2,FALSE
Titan TFD-9515M12ZP,,95,Black / White,"[150,1500]",52.95,,TRUE
Scythe Slipstream,,120,Black,,110.31,37,FALSE
be quiet! Silent Wings 2,,140,Black,,60.4,15.8,FALSE
Aerocool DS,,140,Black / Gray,"[1100,1500]",,,FALSE
Rosewill RFTL-131209R,,120,Clear,,59.8,36,FALSE
Rosewill RFTL-131409R,,140,Clear,,55.4,21,FALSE
Corsair SP140 2-Pack,,140,Black / Green,,49.49,29.3,FALSE
Thermaltake Pure,,140,Black,,67.02,20,FALSE
Fractal Design Dynamic GP,,120,Black,,52.3,19.39,FALSE
Fractal Design Venturi HP-12,,120,Black,,61.4,31.7,TRUE
EK Vardar F3,,120,Black / Gray,,63,29.5,TRUE
Fractal Design Silent R3,,80,Black / White,,20.2,18.1,FALSE
Kingwin CFMC-012LB,,120,Clear,,40,19,FALSE
Thermaltake Luna Slim,,140,Black / White,,38.59,24,FALSE
ARCTIC F Silent,,92,White / Black,,21.2,,FALSE
NZXT FX V2,,140,Black / White,"[800,2000]",,,FALSE
Cougar CFD 4-Pack,,140,Orange,,64.5,17.89,FALSE
Xilence Performance C,,92,Black / Red,,32.1,22,TRUE
Deepcool XFAN,,40,Black,,4.82,24.3,FALSE
LC-Power LC-CF-120-PRO,,120,Translucent Black,"[500,1200]",,,TRUE
Apevia S,,120,Black / Pink,,57.67,24.7,TRUE
Cooler Master MasterFan Pro Air Flow 3-Pack,,120,,"[650,1100]",48.8,,TRUE
BitFenix Spectre Pro,,230,Black / White,,156.72,25.6,FALSE
Enermax T.B. RGB 3-Pack,,120,Black,"[500,1500]",47.53,22,TRUE
Apevia C 3-Pack,,120,Black / Multicolor,,57.67,24.7,FALSE
Enermax D.F. Vegas Duo 2-Pack,,120,Black,"[800,1500]",,,TRUE
Azza Hurricane 3-Pack,,120,Black,,56.12,33.8,TRUE
Cooler Master MasterFan Lite,,120,Black,,32,25,FALSE
Antec TRICOOL,,80,Transparent,,,,FALSE
Lian Li Bora Lite 3-Pack,,120,Silver,"[900,1500]",48.31,28.2,TRUE
Anidees AI AUREOLA 3-Pack,,140,Black,,41.2,26.8,FALSE
Anidees AI Tesseract 3-Pack,,120,Black,"[600,1200]",30.54,19,TRUE
Apevia FrostBlade 4-Pack,,120,Black,,57.67,24.7,FALSE
ARCTIC BioniX P120,,120,Yellow / Black,"[200,2100]",67.56,,TRUE
Silverstone FN,15.99,120,Black,,25.06,18,FALSE
MagniumGear Skiron,,120,Black / White,,50,29,TRUE
In Win Sirius Loop ASL,,120,Black,"[500,1800]",50,27,TRUE
Xigmatek Galaxy II Pro 3-Pack,,120,Black / White,"[600,1500]",,,FALSE
Iceberg Thermal IceGALE,13.99,120,Gray / White,"[500,1850]",76,,TRUE
ID-COOLING XF-12025-ARGB-TRIO SNOW 3-Pack,,120,White,"[700,1500]",62,,TRUE
ID-COOLING NO-14025K,,140,Black / Red,"[800,1600]",76.8,,TRUE
ID-COOLING WF-14025-XT WHITE,,140,Black / White,"[800,1600]",76.8,,TRUE
ID-COOLING ZF-12025 Pastel,,120,Yellow,"[900,2000]",55.2,,TRUE
Iceberg Thermal IceGALE ARGB 2-Pack,,140,Black / Teal,"[500,1600]",96,,TRUE
Jonsbo ZG-R 3-Pack,,120,White,"[500,1500]",,,TRUE
Gelid Solutions Silent 9,,92,Black,,31.32,20,FALSE
Gelid Solutions Silent 8 PWM,21.65,80,Black,"[900,2000]",27,21.5,TRUE
Thermalright TL-S12-S,,120,Black,,47.6,,TRUE
NZXT Air Flow,12.99,120,Clear,,59.1,26.8,FALSE
Cougar VORTEX VK120 3-Pack,,120,Black,"[600,1500]",48.98,29.8,TRUE
StarTech FANBOX,6.79,92,Black,,39.35,26,FALSE
Evercool EC-8038,20.99,80,Black,,67.09,43.8,FALSE
CRYORIG QF Silent,55.99,140,White / Black,"[200,1000]",42.1,,TRUE
Alpenföhn Wing Boost 3 ARGB 3-Pack,,140,Black,"[500,1500]",78.9,25.6,TRUE
Geometric Future Squama 2505 3-Pack,59.9,120,White,,91.3,35.06,TRUE
ARCTIC BioniX F120,16.16,120,Black / Green,"[200,1800]",69,24.4,TRUE
Geometric Future Squama 2503 3-Pack,49.9,120,Black,,69.11,29,TRUE
Evercool Spider Filter,15.99,120,Red,,80,25,FALSE
Akasa Apache Black,39.09,140,Black,"[600,1300]",89.55,,TRUE
CRYORIG QF120 Balance,53.99,120,Black / White,"[330,1600]",49,,TRUE
Silverstone FHP,25.99,140,Black,"[500,2000]",,,TRUE
Thermaltake Riing,14.99,140,Black / Orange,"[1000,1400]",51.15,,FALSE
Scythe Slipstream,10.99,120,Black,,4.5,7.5,FALSE
BitFenix Spectre Xtreme,9.9,120,Black / Red,"[950,2000]",66,30,FALSE
Apevia C,9.99,120,Black / Green,,57.67,24.7,FALSE
Apevia C 3-Pack,17.95,120,Black / Green,,57.67,24.7,FALSE
Evercool EC4010TH12BP,10.95,40,Black,"[2000,6500]",,26,FALSE
Enermax T.B. RGB 2-Pack,,140,Black,"[500,1200]",56.89,21,TRUE
RAIJINTEK IRIS 12 RBW ADD-1,,120,White / Black,"[400,1800]",35.8,28,TRUE
Scythe Kaze Flex Slim,,120,Gray / Black,,50.79,30,TRUE
Gelid Solutions Silent 6,,60,Black / White,,16,24,FALSE
SilenX Effizio,24.6,120,Yellow,,44,12,FALSE
Silverstone FHP,25.99,140,Black,"[1200,2000]",,43.5,FALSE
Antec 75026,18.04,120,Clear,,79,30,FALSE
Logisys CF120RD,7.99,120,Clear,"[1800,2000]",69.15,39.29,FALSE
NoiseBlocker BlackSilentPro P-P,14.99,92,Black,,38.25,20,TRUE
BitFenix Spectre,,140,White,,47.7,20,FALSE
BitFenix Spectre,,120,Black,"[700,1800]",51.3,22.5,TRUE
Rosewill RFBF-131411,7.99,140,Black,,48.7,23,FALSE
LEPA LP-BOL12R,,120,Black,,81.45,18,FALSE
Silverstone FM,16.22,92,White,"[1200,3000]",,,FALSE
Cougar CFD,32.15,140,Black / White,,73.18,18,FALSE
Kingwin CF-014LB,,140,Black,,58,23,FALSE
NoiseBlocker ELoop B,32.35,140,Black / White,,43.33,5.71,FALSE
Apevia C,8.99,120,Black / Red,,57.67,24.7,FALSE
Aerocool Turbine 1000,15.03,120,Silver,,37.44,19.66,FALSE
Silverstone FW,32.99,140,Black,"[500,1800]",,,TRUE
Enermax T.B. RGB,,120,Black,"[500,1500]",47.53,22,TRUE
Scythe Kaze Flex Slim,,120,Gray / Black,,33.86,23.9,TRUE
Cooler Master Silencio FP,,120,Black,,38,11,FALSE
Enermax UCHF12PARGB-W-BP3 3-Pack,,120,White,"[500,1600]",,,TRUE
Gelid Solutions Zodiac,9,120,Black,"[700,1600]",65.5,35,TRUE
BitFenix Spectre Pro,,200,Black,,148.72,27.5,FALSE
BitFenix Spectre Pro,,200,Clear,,148.72,27.5,FALSE
BitFenix Spectre Pro,,200,Black,,148.72,27.5,FALSE
BitFenix Spectre,,200,Black,,47.4,20,FALSE
BitFenix Spectre,,230,Black,,97.8,20,FALSE
BitFenix Spectre Pro,,120,Black,,56.22,18.89,FALSE
BitFenix Spectre Pro,,120,Clear,,56.22,18.89,FALSE
NZXT Air Flow,,120,White,,59.1,26.8,FALSE
NZXT Air Flow,,140,Clear,,83.6,24.5,FALSE
Rosewill Hyperborea,,120,Black,"[600,1300]",57.53,,TRUE
Apevia CF4SL-4C,,80,Clear,,25.64,22.05,FALSE
ARCTIC F8,,80,White / Black,"[850,2000]",31,,TRUE
Xigmatek Crystal,,80,Clear,,32.6,25,FALSE
Xigmatek XAF,,140,White,"[800,1300]",90.3,18,TRUE
SilenX Effizio,20.61,92,Red,,42,15,FALSE
SilenX Effizio,,120,Red,,74,15,FALSE
SilenX Ixtrema Pro,17.98,80,Black,,18,11,FALSE
Xigmatek Crystal,,120,Clear,,61.37,20,FALSE
Xigmatek Crystal,,200,Clear,,76,18,FALSE
Cooler Master R4-S8R-20AK-GP,,80,Black,,28.89,20.9,FALSE
Cougar CFD,,120,Blue,,64.37,16.6,FALSE
Cougar Vortex,,120,Orange,"[800,1500]",70.5,17.9,FALSE
Cougar Vortex,,120,Black,"[800,1500]",70.5,17.89,FALSE
Masscool 9025B1M3/4,,70,Black,,45.43,34,FALSE
Logisys LT400PL,,80,Clear,,21.71,20,FALSE
Gelid Solutions Slim,,120,Blue,,48.3,24.6,FALSE
Aerocool Shark,,140,Black,"[800,1500]",,,FALSE
NoiseBlocker BlackSilentFan X-2,,40,Translucent Blue,,3.94,14,FALSE
NoiseBlocker BlackSilentPro P-1,,40,Black,,4.12,14,FALSE
NoiseBlocker Multiframe,,120,Translucent Gray,,34.13,8,FALSE
BitFenix Spectre,,200,White,,47.4,20,FALSE
BitFenix Spectre Pro,,230,Clear,,156.27,25.6,FALSE
Cooler Master R4-L4S-10AB-GP,,140,Clear,,60.9,16,FALSE
Cooler Master R4-C2R-20AC-GP,,120,Black,,69,19,FALSE
Nexus SP802512H-03PWM,,80,Clear,,38,16.2,TRUE
Rosewill RFA-80-WL,,80,Clear,,33.21,22.41,FALSE
Thermaltake ISGC,,120,White,"[800,1300]",58.3,16,FALSE
Silverstone FN,,180,Clear,,100,18,FALSE
Silverstone FM,,180,White,"[500,1300]",,,FALSE
Xigmatek XLF,,200,Blue,,76,18,FALSE
Antec BIGBOY200,,200,Black,,134,30,FALSE
Evercool CL8035/LD2,,80,Clear,,31.62,26,FALSE
Rosewill RFA-80-BL,,80,Blue,,33.21,22.41,FALSE
LEPA Vortex,,120,Transparent,"[600,1600]",,,TRUE
LEPA Vortex,,140,Transparent,"[600,1600]",,,TRUE
NZXT FZ,,200,Transparent,,103,20,FALSE
NZXT FZ,,200,Transparent,,103,20,FALSE
Antec True Quiet,,120,White,"[600,1000]",,,FALSE
BitFenix Spectre Pro,,140,Black,,86.73,22.8,FALSE
Evercool Evergreen,10,92,Green,,,16,FALSE
Evercool FAN-ALED9225B,,92,Black / Silver,,38.4,25,FALSE
be quiet! Shadow Wings,,92,White,,,17.8,TRUE
Cooler Master Super Fan,,120,Black,,44.73,19.1,FALSE
Antec True Quiet,,140,Black / Yellow,"[500,800]",,,FALSE
Akasa Apache Black,36.36,120,Black,"[600,1300]",57.53,,TRUE
Thermalright TY,,140,Brown / Black,"[900,1300]",,,TRUE
Titan TFD-12015H12ZP,19.5,120,Black / White,"[150,1500]",52.95,,FALSE
BitFenix Spectre Pro,,230,Black,,156.27,25.6,FALSE
ARCTIC F9 Pro,,92,White / Black,,39,,FALSE
Akasa Piranha,,120,Black / Gray,"[600,1900]",79.13,,TRUE
NZXT FN V2,,140,Black / White,,50,21,FALSE
SHARKOON Shark Blade,,120,Black / Yellow,,33,19,FALSE
Apevia 312S-BK,,120,Black,,57.67,24.7,FALSE
Enermax UCTP12P,,120,Black,"[500,1800]",,,TRUE
Aerocool DS,15.98,120,Black / White,"[1100,1500]",,,FALSE
Aerocool DS,15.99,140,Black / Red,"[1100,1500]",,,FALSE
Nanoxia Deep Silence,,92,Black / Green,"[400,1400]",23.6,13.7,TRUE
Rosewill RABF-131409,17.25,140,Black,,55.4,22,FALSE
Rosewill ROCF-13002,,120,Transparent,,38.2,22,FALSE
Corsair SP140,,140,Black / Green,,49.49,29.3,FALSE
Corsair SP140 2-Pack,,140,Black / Purple,,49.49,29.3,FALSE
Deepcool GS,,120,Gray / White,,61.93,,TRUE
Phanteks F120SP,,120,Black / White,,54.4,24.2,FALSE
Prolimatech Vortex,,140,White,"[300,1000]",98,,TRUE
CRYORIG QF Performance,,120,Black / White,"[600,2200]",83,,TRUE
Silverstone FW,12.99,120,Blue / White,"[1000,1800]",,,TRUE
Phanteks F140SP,28.98,140,Black / White,,82.1,19,FALSE
Thermaltake Luna,,120,Black / Blue,,27.53,24,FALSE
Thermaltake Luna Slim,,120,Black / White,,27.53,24,FALSE
Thermaltake Luna Slim,,140,Black / Red,,38.59,24,FALSE
EK Vardar F4-120ER,,120,White,,77,33.5,TRUE
Kingwin CFBL-08LB,,80,Transparent,,30,25,FALSE
Phanteks F140SP,,140,Black,,82.1,19,FALSE
Thermaltake Riing,,140,Black,"[1100,1400]",51.15,,TRUE
ARCTIC F9 Rev. 2,,92,White / Black,"[550,1800]",43,,TRUE
BitFenix Spectre Xtreme,,120,Black / Green,"[950,2000]",66,30,FALSE
Apevia S 5-Pack,,120,Black / Orange,,50.28,21.1,FALSE
Reeven Coldwing,12.99,120,Yellow / Black,,43,14.5,FALSE
Reeven Coldwing,,140,Yellow / Black,,92.4,36.4,FALSE
be quiet! Silent Wings 3,,120,Black,,50.5,16.4,FALSE
Deepcool Ice Blade,,120,Black,"[900,1500]",60.29,,TRUE
Cooler Master MasterFan Pro Air Balance,,120,Black,"[650,2500]",,,TRUE
Cooler Master MasterFan Pro Air Flow,,120,Black,"[650,1900]",,,TRUE
Nanoxia Deep Silence,,120,Black / Green,"[700,1000]",,,FALSE
be quiet! Shadow Wings,,120,Black,,50.5,18.9,TRUE
Cooler Master MasterFan Pro Air Pressure,,120,Black,"[650,1500]",35,,TRUE
In Win AURORA 3-Pack,,120,Black / White,"[800,2000]",,,TRUE
In Win Polaris 2-Pack,,120,Black / Translucent White,"[500,1280]",43.31,20.2,TRUE
BitFenix Spectre Pro,,200,Black / White,,148.72,27.5,FALSE
In Win MARS,,120,Black / Red,"[600,1400]",38.73,25,TRUE
ID-COOLING SF-12025-RGB 3-Pack,,120,Black / Transparent,"[700,1800]",74.5,,TRUE
Deepcool MF 3-Pack,,120,Black,"[500,2200]",56,37.9,TRUE
Azza Hurricane Lite 3-Pack,,120,Black / White,,47,28.7,FALSE
Apevia AF512L-BL 5-Pack,,120,Blue,,57.67,24.7,FALSE
Enermax D.F. VEGAS 2-Pack,,120,Black / Blue,"[800,1500]",,,TRUE
Enermax T.B. Silence Adv,,140,Black,"[300,1200]",66.57,,TRUE
Cougar Vortex,,120,,,36.72,24.3,FALSE
RAIJINTEK Iris,8.99,120,,"[800,1800]",42.17,26.5,TRUE
CRYORIG QF120 Balance,,120,Black / White,"[330,1600]",59,,TRUE
GameMax Mirage RGB,,120,Black,,36,25,FALSE
GameMax Velocity ARGB,,120,Black / White,,94.8,23.8,FALSE
Aerocool LightWave,,120,Transparent,,35.7,25,TRUE
ARCTIC P8,,80,Black,"[200,3000]",23.4,,TRUE
Fractal Design Prisma SL,,140,Black / White,,63.33,19.4,FALSE
Fractal Design Prisma SL,,140,Black / White,,63.33,19.4,FALSE
Fractal Design Venturi,,140,White / Black,"[400,1500]",,,TRUE
Cooler Master MasterFan SFR,,120,Black,"[650,2000]",59,,TRUE
MagniumGear Skiron,,120,Black,,50,29,TRUE
Anidees AI Aureola Duo 3-Pack,,140,Black,,41.2,26.8,FALSE
Scythe Kaze Flex,,140,Black / White,"[300,1200]",,,TRUE
Akasa Vegas TLY,41.99,140,Black / White,,41.2,21.2,FALSE
Iceberg Thermal IceGALE,11.99,80,Teal / White,"[800,2000]",29,,TRUE
Iceberg Thermal IceGALE Xtra,,80,Black / White,"[800,3000]",37,,TRUE
Enermax HF120 3-Pack,,120,White,"[500,1600]",,,TRUE
